id,title,company,location,salary_min,salary_max,description,year,apply_url
CBTC-12830357-26-DRD,Clinical Lab Scientist,Veterans Health Administration,"Lake City, Florida",86792,112825,"This position is eligible for the Education Debt Reduction Program (EDRP), a student loan payment reimbursement program. You must meet specific individual eligibility requirements in accordance with VHA policy and submit your EDRP application within four months of appointment. Program Approval, award amount (up to $200,000) and eligibility period (one to five years) are determined by the VHA Education Loan Repayment Services program office after complete review of the EDRP application.",2022,https://www.usajobs.gov:443/job/850521900
CBSR-12839733-26-HYC,Biomedical Equipment Support Specialist,Veterans Health Administration,"Marion, Indiana",80950,105230,"Applies engineering, mechanical concepts, and methodology to manage and support medical equipment to improve health service delivery systems. The 2-page Resume requirement does not apply to this occupational series. For more information, refer to Required Documents below. This is an OPEN CONTINUOUS ANNOUNCEMENT and will remain open until March 31, 2026 or until the position is filled. Eligible applicants will be referred on a rolling basis until all positions are filled.",2022,https://www.usajobs.gov:443/job/850703100
12838663-S22-IMP-25,Management and Program Analyst,Citizenship and Immigration Services,"Atlanta, Georgia",90025,117034,"Protect your homeland and defend your culture. Join USCIS, America's frontline defense against illegal foreign infiltration and fraud. As an Management and Program Analyst, you will conduct and lead diverse and unique projects to improve the performance of the District's subordinate Field Offices and to balance and equitably distribute the workload in those Field Offices.",2022,https://www.usajobs.gov:443/job/851754900
CBTD-12834849-26-DD,Biomedical Equipment Support Specialist,Veterans Health Administration,"Portland, Maine",48408,115362,"The Biomedical Equipment Support Specialist position is in the Healthcare Technology Management (HTM) department at the VA Maine Healthcare System located at the Portland ME location. This position is full time at 40 hours per week. ""The 2-page Resume requirement does not apply to this occupational series. For more information, refer to Required Documents below.""",2022,https://www.usajobs.gov:443/job/850460000
CBTC-12840085-26-TAB,Medical Support Assistant,Veterans Health Administration,"Miami, Florida",42954,55835,"This is an OPEN CONTINUOUS ANNOUNCEMENT and will remain open until September 30, 2026. The initial cut-off date for referral of eligible applications will be December 12, 2025, with subsequent cut-off dates on the 1st of each month. Eligible applications received after that date will be referred at regular intervals or as additional vacancies occur on an as-needed basis until positions are filled.",2022,https://www.usajobs.gov:443/job/851149500
DHA-26-12814210-CBXH-DN,Wildland Firefighter (Fuels Management) - Direct Hire Authority,"Interior, Bureau of Indian Affairs","Whiteriver, Arizona",72111,93743,"This Wildland Firefighter (Fuels Management) position is with the Bureau of Indian Affairs, Western Region, Fort Apache Agency, Branch of Fire Management, located in Whiteriver, Arizona and will be filled from Standard PD Number: DX03200. NOTE: This position is being re-advertised to solicit additional applications. Applicants who previously applied, need not reapply unless you are submitting updated and/or missing information.",2022,https://www.usajobs.gov:443/job/847917000
9X-DCIPS-12840165-026378-JM,Interdisciplinary - Aerospace Engineer/Electronics Engineer/Mechanical Engineer/General Engineer,National Air and Space Intelligence Center,"Wright-Patterson AFB, Ohio",146807,190848,"Click on ""Learn more about this agency"" button below for IMPORTANT additional information. The primary purpose of this position is: to serve as a senior Air Force analyst, providing professional and scientific expertise in performance of work requiring knowledge and application of engineering principles, methods, and techniques. *** Salary ranges include local market supplements ***",2022,https://www.usajobs.gov:443/job/850942700
CT-12846968-AF-25-108,ADMINISTRATIVE OFFICER (Title 32),Air National Guard Units,"East Granby, Connecticut",99992,129996,"THIS IS A TITLE 32 DUAL STATUS POSITION DUTY LOCATION: 103d Airlift Wing (103d AW), East Granby, CT AREA(S) OF CONSIDERATION: Area 1: All currently employed full-time permanent and indefinite personnel of the Connecticut Air National Guard. Area 2: All currently employed full-time temporary technician personnel and all current traditional members of the Connecticut Air National Guard.",2022,https://www.usajobs.gov:443/job/851837000
CBTB-12843120-26-AI,Clinical Laboratory Scientist,Veterans Health Administration,"Dublin, Georgia",89376,116183,"This position is eligible for the Education Debt Reduction Program (EDRP), a student loan payment reimbursement program. You must meet specific individual eligibility requirements in accordance with VHA policy and submit your EDRP application within four months of appointment. Program Approval, award amount (up to $200,000) and eligibility period (one to five years) are determined by the VHA Education Loan Repayment Services program office after complete review of the EDRP application.",2022,https://www.usajobs.gov:443/job/851323400
AFMC-083003-12842980-CC,Mechanical Engineer-Direct Hire Authority,Air Force Materiel Command,"Eglin AFB, Florida",88621,137000,"Veterans preference does not apply to DHA recruitment. Click on ""Learn more about this agency"" button below for more information. The primary purpose of this position is to serve as an engineer assigned to a team managing mid to large scale design and construction projects.",2022,https://www.usajobs.gov:443/job/851216300
CBTB-12843563-26-SSH,Supervisory Social Worker,Veterans Health Administration,"Charleston, South Carolina",105383,137000,"This is an OPEN CONTINUOUS ANNOUNCEMENT and will remain open until 9/30/2026. The first cut-off dates for referral of eligible applications will be 12/12/2025. All eligible applicants will be reviewed and referred to the hiring manager no later than 12/18/2025. Eligible applications received after 12/12/2025 date will be referred at regular intervals or as additional vacancies occur on an as-needed basis. Note: Announcement could close before the closing date, if selections are made before.",2022,https://www.usajobs.gov:443/job/851666200
CBTE-12821635-26-AF,Clinical Lab Scientist,Veterans Health Administration,"Buffalo, New York",64317,123737,"This position is eligible for the Education Debt Reduction Program (EDRP), a student loan payment reimbursement program. You must meet specific individual eligibility requirements in accordance with VHA policy and submit your EDRP application within four months of appointment. Program Approval, award amount (up to $200,000) and eligibility period (one to five years) are determined by the VHA Education Loan Repayment Services program office after complete review of the EDRP application.",2022,https://www.usajobs.gov:443/job/849010600
26-12839950-203506-NE-SR-DE,Painter,U.S. Coast Guard,"Glen Burnie, Maryland",31.1,36.42,"This position is located in the Department of Homeland Security, US Coast Guard, YARD Industrial Department, Services Group in Baltimore, MD.",2022,https://www.usajobs.gov:443/job/851691600
26-12839881-203131-NE-SR-DE,Painter Helper Trainee,U.S. Coast Guard,"Glen Burnie, Maryland",20.15,28.29,"This position is located in the Department of Homeland Security, US Coast Guard, Industrial Department, Paint Shop in Baltimore, MD.",2022,https://www.usajobs.gov:443/job/851816300
SC-12846832-AF-26-19,MANAGEMENT ANALYST,Air National Guard Units,"Eastover, South Carolina",67297,87482,"This is a National Guard Title 32 Excepted position for a MANAGEMENT ANALYST, Position Description Number D2505000, and is part of the 169 MOF, South Carolina Air National Guard.",2022,https://www.usajobs.gov:443/job/851793600
AEA-ARP-26-JAD-96454,Civil Engineer,Federal Aviation Administration,"Herndon, Virginia",85281,158981,"Serves as a Civil Engineer and project manager for the Office of Airports (ARP), Washington Airports District Office in the Eastern Region, in support of the Airport Improvement Program (AIP). Serves as the principal Federal Aviation Administration (FAA) organization responsible for all airport program matters in airport design, construction, maintenance, operations and safety.",2022,https://www.usajobs.gov:443/job/850395600
AEA-ARP-26-JAD-96457,Civil Engineer,Federal Aviation Administration,"Herndon, Virginia",85281,158981,"Serves as a Civil Engineer and project manager for the Office of Airports (ARP), Washington Airports District Office in the Eastern Region, in support of the Airport Improvement Program (AIP). Serves as the principal Federal Aviation Administration (FAA) organization responsible for all airport program matters in airport design, construction, maintenance, operations and safety.",2022,https://www.usajobs.gov:443/job/850396700
AEA-ARP-25-JAD-96190,Civil Engineer,Federal Aviation Administration,"Queens, New York",87834,163741,"Serves as a Civil Engineer and project manager for the Office of Airports (ARP), New York Airports District Office in the Eastern Region, in support of the Airport Improvement Program (AIP). Serves as the principal Federal Aviation Administration (FAA) organization responsible for all airport program matters in airport design, construction, maintenance, operations and safety.",2022,https://www.usajobs.gov:443/job/851389200
AEA-ARP-25-JAD-96191,Civil Engineer,Federal Aviation Administration,"Queens, New York",87834,163741,"Serves as a Civil Engineer and project manager for the Office of Airports (ARP), New York Airports District Office in the Eastern Region, in support of the Airport Improvement Program (AIP). Serves as the principal Federal Aviation Administration (FAA) organization responsible for all airport program matters in airport design, construction, maintenance, operations and safety.",2022,https://www.usajobs.gov:443/job/851390800
9S-ARTO-12847707-026231-DRJ,INSPECTOR GENERAL SPECIALIST,"Headquarters, Air Force Reserve Command","Scott AFB, Illinois",90870,118136,"Click on ""Learn more about this agency"" button below to view Eligibilities being considered and other IMPORTANT information. Air Reserve Technicians are full-time civilian employees who are also members of the Air Force Reserve unit in which they are employed. In addition to their civilian assignments, they are assigned to equivalent positions in the Reserve organization with a Reserve military rank or grade. Appointee's civilian assignments will consist of the following duties.",2022,https://www.usajobs.gov:443/job/851938900
CBSY-12848060-26-GPA,Licensed Professional Mental Health Counselor-Healthcare for Homeless Veterans,Veterans Health Administration,"Saint Cloud, Minnesota",66624,104786,"The incumbent is a licensed professional mental health counselor (LPMHC) assigned to the Mental Health Integrated Clinical Community (MH ICC). The Healthcare for Homeless Veterans (HCHV) Case Manager functions as float position within the HCHV Program and other homeless initiatives, in addition to providing clinical case management in the Housing and Urban Development - Veterans Affairs Supported Housing (HUD-VASH) program.",2022,https://www.usajobs.gov:443/job/852130200
CMS-CMCS-26-12839117-IT,Social Science Research Analyst,Centers for Medicare & Medicaid Services,"Woodlawn, Maryland",101401,131826,"This position is located in the Department of Health & Human Services (HHS), Centers for Medicare & Medicaid Services (CMS), Center for Medicaid and CHIP Services (CMCS), Office of the Center Director. As a Social Science Research Analyst, GS-0101-12, you will use research and statistical methods to study HHS programs by conducting surveys and policy analyses to understand the needs of beneficiaries and improve services, including cost-benefit and patient satisfaction studies.",2022,https://www.usajobs.gov:443/job/852132700
CBST-12845779-26-KMS,Nuclear Medicine Technologist,Veterans Health Administration,"Fayetteville, Arkansas",67867,88225,Serves as a Nuclear Medicine Technologist in the Nuclear Medicine Service at the Veterans Healthcare System of the Ozarks and is responsible for performing a full range of routine and non-routine radionuclide studies to aid in the diagnosis of various organ functional disorders.,2022,https://www.usajobs.gov:443/job/851696700
CBTC-12844952-26-GRW,Nurse (Nursing Excellence Coordinator),Veterans Health Administration,"Bay Pines, Florida",110193,146548,"This position is located at the C.W. Bill Young Department of Veterans Affairs Medical Center in Bay Pines Florida. The Nurse III is responsible and accountable for all elements of the nursing process when providing and/or supervising direct patient care. Assesses, plans, implements, and evaluates care based on age specific components",2022,https://www.usajobs.gov:443/job/851617100
OR-12812315-AF-26-015,MANAGEMENT ANALYST,Air National Guard Units,"Portland, Oregon",72511,94261,"This National Guard position is for a MANAGEMENT ANALYST, Position Description Number D2505000 and is part of the Oregon Air National Guard 142nd Wing, National Guard.",2022,https://www.usajobs.gov:443/job/848094000
8V-ARTO-12848176-033500-DRJ,INSPECTOR GENERAL SPECIALIST,"Headquarters, Air Force Reserve Command","Keesler AFB, Mississippi",88621,115213,"Click on ""Learn more about this agency"" button below to view Eligibilities being considered and other IMPORTANT information. Air Reserve Technicians are full-time civilian employees who are also members of the Air Force Reserve unit in which they are employed. In addition to their civilian assignments, they are assigned to equivalent positions in the Reserve organization with a Reserve military rank or grade. Appointee's civilian assignments will consist of the following duties.",2022,https://www.usajobs.gov:443/job/852003100
ST-12847069-26-GEB,MANAGER,Naval Sea Systems Command,"Crane, Indiana",124531,190424,"You will serve as the MANAGER in the Expeditionary Warfare Weapons & Energy System Dept (JX), Weapons Systems Fleet Engineering Div (JXN), Weapons Platform Integration Branch (JXNW) OR Naval Weapons Branch (JXNR) of NAVAL SURFACE WARFARE CENTER. The salary range shown above represents all of the positions within the band, including high grade positions. This is not a high-grade position; therefore, the salary may be limited to a GS-14 Step 10 (currently $161,889).",2022,https://www.usajobs.gov:443/job/851852500
CBTD-12836295-26-DD,Biomedical Equipment Support Specialist,Veterans Health Administration,"Portland, Maine",48408,115362,"The Biomedical Equipment Support Specialist position is in the Healthcare Technology Management (HTM) department at the VA Maine Healthcare System located at the Portland ME location. This position is full time at 40 hours per week. ""The 2-page Resume requirement does not apply to this occupational series. For more information, refer to Required Documents below.""",2022,https://www.usajobs.gov:443/job/850460200
OH-12847135-AF-25-321-1-C,HR SPEC (INFORMATION SYSTEMS/MILITARY),Air National Guard Units,"Springfield, Ohio",63387,82402,"This National Guard position is for a HR SPEC (INFORMATION SYSTEMS/MILITARY), Position Description Number D2918000 and is part of the OH 178 Wing, Ohio Air National Guard. Serves as the Human Resources Specialist (Military Information Systems).",2022,https://www.usajobs.gov:443/job/852205900
OH-12847135-AF-25-321-2-C,HR SPEC (INFORMATION SYSTEMS/MILITARY),Air National Guard Units,"Springfield, Ohio",63387,82402,"This National Guard position is for a HR SPEC (INFORMATION SYSTEMS/MILITARY), Position Description Number D2918000 and is part of the OH 178 Wing, Ohio Air National Guard. Serves as the Human Resources Specialist (Military Information Systems).",2022,https://www.usajobs.gov:443/job/852207300
MA-12839833-AR-25-068,MANAGEMENT ANALYST,Army National Guard Units,"Hanscom AFB, Massachusetts",69213,89975,"THIS IS A NATIONAL GUARD TITLE 32 EXCEPTED SERVICE POSITION. This National Guard position is for a MANAGEMENT ANALYST, Position Description Number PDD1256000 and is part of the MA ARNG SMO, National Guard. This is a Bargaining Unit position. The unit point of contact and contact phone for this position is: CPT Kevin Lackey at (339)202-3422",2022,https://www.usajobs.gov:443/job/850714700
CBSV-12838924-26-EH,Patient Representative,Veterans Health Administration,"Portland, Oregon",65846,103563,"The incumbent of this position serves as Patient Representative (Patient Advocate) within the Office of Veteran Experience for the Medical Center. This position is responsible for the coordination and implementation of the Veterans Experience and Patient Advocate programs. Major duties consist of serving as liaison between the medical center, patients and staff, and the community regarding the patient experience, patient rights and advocacy.",2022,https://www.usajobs.gov:443/job/851911400
IMP-12840864-26-FM,Explosives Investigator,Pentagon Force Protection Agency,"Pentagon, Arlington, Virginia",69923,131826,"This position is located with the Pentagon Force Protection Agency, Law Enforcement Directorate, Pentagon Police Division, Hazardous Device Branch. The incumbent is responsible for the daily transportation and physical protection of government property, such as: explosives, explosive evidence, and other hazardous materials and responds to emergency incidents involving EID, Weapons of Mass Destruction (WMD), and other terrorist acts.",2022,https://www.usajobs.gov:443/job/851809400
ST-12846640-26-BWH,MANAGER,Naval Sea Systems Command,"Dahlgren, Virginia",142888,195200,"You will serve as a MANAGER in the WEAPONS CONTROL & INTEGRATION DEPARTMENT, MARITIME WARFARE CONTROL SYSTEMS DIVISION of NAVSURFWARCENDLD. The Secretary of Defense has ordered a department-wide hiring freeze subject to certain limited exceptions. This position is subject to the DoD hiring freeze. Offers of employment related to this vacancy announcement will not be executed until the position has an approved exemption.",2022,https://www.usajobs.gov:443/job/852085100
DE-12842892-26-JLM,ENGINEER/SCIENTIST,Naval Sea Systems Command,"Dahlgren, Virginia",101401,156755,"This is a public notice flyer to notify interested applicants of anticipated vacancies. Applications will not be accepted through this flyer. Interested applicants must follow the directions in the ""How to Apply"" section of this flyer to be considered. There may or may not be actual vacancies filled from this flyer. Notice of Result letters will not be sent to applicants who respond to this flyer.",2022,https://www.usajobs.gov:443/job/851204700
CBSX-12824999-26-AL,Supply Technician,Veterans Health Administration,"San Diego, California",46072,59888,"This position serves as Supply Technician (Medical) for the Medical Supply Distribution (MSD) areas of Supply Chain Management within the VA Health Care System. As a Supply Technician, you will provide wards, clinics, operating rooms, secondary storage locations, and other hospital facilities with supplies and material including, but not limited to, sterile and non-sterile medical supplies, instrument sets and equipment.",2022,https://www.usajobs.gov:443/job/849236100
CBSR-12847337-26-JD,Licensed Practical Nurse - Specialty Medicine - Endocrinology,Veterans Health Administration,"Columbus, Ohio",67885,88256,"The GS-7 LPN/LVN can serve as a responsible member of the Specialty Medicine Endocrinology department and are responsible for goals and interventions that promote veterans in attaining maximum functional potential. Demonstrates integration of concepts, cognitive skills, and technically competent practice in providing care to patients with basic or complex needs. S/he is an advanced LPN who demonstrates critical thinking skills basic/fundamental experience with situations.",2022,https://www.usajobs.gov:443/job/851989500
26-WJ-00085-12846080-MP,Electronic Integrated Systems Mechanic (EEC),Western Area Power Administration,"Craig, Colorado",65.3,68.02,"This position is part of the WAPA-RMR-Rocky Mountain Region. As an Electronic Integrated Systems Mechanic (EEC), you will ensure the functionality, reliability, and efficiency of electronic systems that support power grid operations. The incumbent installs, modifies, repairs, programs, and tests communication, control process computers, and supervisory control systems. *This is not a remote position.*",2022,https://www.usajobs.gov:443/job/852131200
ST-12847614-26-GMK,MANAGEMENT AND PROGRAM ANALYST,Naval Supply Systems Command,"Naval Support Activity, Mechanicsburg, Pennsylvania",107517,139774,You will serve as a Management and Program Analyst in the Total Force Division of CNSSC OPERATIONAL SUPPORT FIELD.,2022,https://www.usajobs.gov:443/job/851923600
CBSR-12842085-26-MDR,Advanced Medical  Support Assistant,Veterans Health Administration,"Columbus, Ohio",51235,66603,"The incumbent serves as an Advanced Medical Support Assistant within Social Work Services at the Columbus Veterans Affairs Ambulatory Care Center. The Advanced MSA works collaboratively in an interdisciplinary coordinated care delivery model within the Social Work and Integrated Care department. The incumbent performs duties related to the receipt, intake, and indexing of health and administrative information.",2022,https://www.usajobs.gov:443/job/851417900
CAZP-12828461-26-AP,Orthotist-Prosthetist (Advanced Practitioner) - Recruitment/Relocation Incentive,Veterans Health Administration,"Bloomington, Illinois",88621,115213,This position functions as an advanced clinical member of the Illiana VA Medical Center & CBOC's under the Prosthetics and Sensory Aids Services service line in the role of a Mobile Prosthetic and Orthotic Care (MoPOC) program clinician.,2022,https://www.usajobs.gov:443/job/849271400
CBSY-12821720-26-TKA,Nursing Assistant - Community Living Center,Veterans Health Administration,"Fort Meade, South Dakota",38493,62839,"This Nursing Assistant (NA) position is located at the Fort Meade VA Medical Center, Community Living Center in Fort Meade, SD. The NA functions as a member of a professional nursing care team, assisting licensed nursing staff in the care of Veterans receiving preventative, acute, sub-acute chronic, maintenance, and hospice care. Patient assignments involve both basic and more complex nursing care within a range of predictable to unpredictable requirements.",2022,https://www.usajobs.gov:443/job/848679800
20250820-10967-009753-RF-DE,Painter,U.S. Coast Guard,"Miami Beach, Florida",31.08,36.27,"This vacancy is for a WG - 4102-9,Painter located in the Department of Homeland Security, U.S. Coast Guard, INDUSTRIAL PRODUCTION FACILITY MIAMI in MIAMI BEACH, Florida.",2022,https://www.usajobs.gov:443/job/851853700
CBSY-12825819-26-JJA,Staff Psychologist,Veterans Health Administration,"Ramsey, Minnesota",80609,149359,"The psychologist will provide diagnostic interviews, assessments, specialty psychotherapy, and treatment coordination as well short-term interventions through co-located care for adult patients with mood, anxiety, and personality disorders, and a range of general mental health issues who are being followed on Primary Care Patient Aligned Care Teams (PACT). Additional responsibilities may include multidisciplinary consultation and participation in the psychology training programs.",2022,https://www.usajobs.gov:443/job/849004900
DE-12828370-26-TAP,ENGINEER/SCIENTIST,Naval Sea Systems Command,"Dahlgren, Virginia",101401,156755,"This is a public notice flyer to notify interested applicants of anticipated vacancies. Applications will not be accepted through this flyer. Interested applicants must follow the directions in the ""How to Apply"" section of this flyer to be considered. There may or may not be actual vacancies filled from this flyer. Notice of Result letters will not be sent to applicants who respond to this flyer.",2022,https://www.usajobs.gov:443/job/849247100
WI-12847161-Air-26-059,ELECTRONIC INTEGRATED SYSTEMS MECHANIC - Title 32,Air National Guard Units,"Madison, Wisconsin",37.09,43.27,"This National Guard position is for a ELECTRONIC INTEGRATED SYSTEMS MECHANIC - Title 32, Position Description Number D2240P01 and is part of the WI 115 AMXS, Wisconsin Air National Guard. *This vacancy is also advertised as AGR Job Announcement Number 26-017ANG*",2022,https://www.usajobs.gov:443/job/852048900
WI-12842606-Air-26-046,ELECTRONIC INTEGRATED SYSTEMS MECHANIC - Title 32,Air National Guard Units,"Madison, Wisconsin",37.09,43.27,"This National Guard position is for a ELECTRONIC INTEGRATED SYSTEMS MECHANIC - Title 32, Position Description Number D2240P01 and is part of the WI 115 AMXS, Wisconsin Air National Guard. *This vacancy is also advertised as AGR Job Announcement Number 26-016ANG*",2022,https://www.usajobs.gov:443/job/852052600
25-8TFSN047427,HUMAN RESOURCES ASSISTANT,Pacific Air Forces,"Kadena Air Base Okinawa, Japan",16.55,19,"About the position: This position is Non-appropriated Fund (NAF) and is located at the NAF Human Resources Office on Kadena Air Base, Okinawa, Japan.",2022,https://www.usajobs.gov:443/job/851538900
DE-12828058-26-JLM,ENGINEER/SCIENTIST,Naval Sea Systems Command,"Dahlgren, Virginia",101401,156755,"This is a public notice flyer to notify interested applicants of anticipated vacancies. Applications will not be accepted through this flyer. Interested applicants must follow the directions in the ""How to Apply"" section of this flyer to be considered. There may or may not be actual vacancies filled from this flyer. Notice of Result letters will not be sent to applicants who respond to this flyer.",2022,https://www.usajobs.gov:443/job/849215100
GA-12843904-AF-26-029,TRAINING TECHNICIAN - TITLE 32,Air National Guard Units,"Garden City, Georgia",61111,79443,"THIS IS A NATIONAL GUARD TITLE 32 EXCEPTED SERVICE POSITION. This National Guard position is for a Training Technician, PD Number D2702000 and is part of the165th FSS, Garden City, Georgia. This is a full-time, Excepted Permanent, dual status position which requires Georgia Air National Guard Membership. Area of Consideration: Open to current members of the Georgia Air National Guard.",2022,https://www.usajobs.gov:443/job/851356400
VT-12838410-AF-25-47,IT SPECIALIST (CUSTSPT),Air National Guard Units,"South Burlington, Vermont",62359,117565,"THIS IS A NATIONAL GUARD TITLE 32 EXCEPTED SERVICE POSITION. This position is for an IT Specialist (CUSTSPT), Position Description Number D2182P01 and is part of the 158th Communications Squadron of the 158th Mission Support Group of the Vermont Air National Guard.",2022,https://www.usajobs.gov:443/job/850498500
NC7X-25-12846415-MP-R,Educational Aide (SPED Assessor),Department of Defense Education Activity,"Lakenheath, United Kingdom",17.64,22.07,"About the Position: This vacancy is located at Lakenheath Elementary School in Lakenheath, United Kingdom. All candidates must reside within the local commuting area where the position is located. Local commuting area is defined as the geographic area surrounding a work site that encompasses the localities where people live and reasonably can be expected to travel back and forth daily to work based on the generally held expectations of the local community. (5 CFR 575.203)",2022,https://www.usajobs.gov:443/job/851724700
12848410,SUPERVISORY GENERAL ENGINEER,STRATEGIC SYSTEMS PROGRAMS (SSP),"Cape Canaveral, Florida",132626,195200,"This is a public notice flyer to notify interested applicants of anticipated vacancies. Applications will not be accepted through this flyer. Interested applicants must follow the directions in the ""How to Apply"" section of this flyer to be considered. There may or may not be actual vacancies filled from this flyer. Notice of Result letters will not be sent to applicants who respond to this flyer.",2022,https://www.usajobs.gov:443/job/852101300
CBSS-12838409-26-TC,Clinical Laboratory Scientist,Veterans Health Administration,"Columbia, Missouri",59695,109573,"This position is eligible for the Education Debt Reduction Program (EDRP), a student loan payment reimbursement program. You must meet specific individual eligibility requirements in accordance with VHA policy and submit your EDRP application within four months of appointment. Program Approval, award amount (up to $200,000) and eligibility period (one to five years) are determined by the VHA Education Loan Repayment Services program office after complete review of the EDRP application.",2022,https://www.usajobs.gov:443/job/850734600
SE-1630-GRSM-26-12845643-DE,(SEASONAL) Biological Science Technician (Insects),National Park Service,"Gatlinburg, Tennessee",19.33,25.12,"This position is located in Great Smoky Mountains National Park, in the Resource Management and Science Division. Open to the first 100 applicants or until 12/23/2025 whichever comes first. All applications submitted by 11:59 (EST) on the closing day will receive consideration.",2022,https://www.usajobs.gov:443/job/851866900
SE-1630-GRSM-26-12846269-DE,(SEASONAL) Biological Science Technician (Plants),National Park Service,"Gatlinburg, Tennessee",19.33,25.12,"These positions are located in Great Smoky Mountains National Park, in the Resource Management and Science Division. Open to the first 100 applicants or until 12/24/2025 whichever comes first. All applications submitted by 11:59 (EST) on the closing day will receive consideration.",2022,https://www.usajobs.gov:443/job/851922300
ST-12846431-26-JWS,PROGRAM ANALYST,Naval Facilities Engineering Systems Command,"Washington Navy Yard, District of Columbia",120579,156755,You will serve as a PROGRAM ANALYST in the Environmental Resource and Assessment Division (EV4) of the Naval Facilities Engineering Systems Command Headquarters.,2022,https://www.usajobs.gov:443/job/851917400
TN-12722116-AF-26-026,MANAGEMENT ANALYST (TITLE 32),Air National Guard Units,"Memphis, Tennessee",67297,87482,"THIS IS A NATIONAL GUARD TITLE 32 EXCEPTED SERVICE POSITION. This National Guard position is for a MANAGEMENT ANALYST (TITLE 32), Position Description Number NGD2505000 and is part of the TN 164th AW, Air National Guard. This vacancy is covered by Association of Civilian Technicians (ACT), Chapter 114 (Smoky Mountain Chapter). This is a Dual-Bid with AGR announcement A25-092. Only 1 selection will be made.",2022,https://www.usajobs.gov:443/job/848996900
CBTA-12837444-26-RB,Staff Psychologist,Veterans Health Administration,"Chesapeake County, Virginia",89395,165638,"This position is located within the Department of Veterans Affairs (VA), Veterans Health Administration (VHA), VA Mid-Atlantic Health Care Network (VISN 6), Hampton Veterans Affairs Medical Center (HVAMC), under the Community Based Clinics (CBOCs). This position is aligned with the Behavioral Health Interdisciplinary Program/Outpatient Mental Health Services.",2022,https://www.usajobs.gov:443/job/851338700
DE-12837134-26-WBO,INTERDISCIPLINARY ENGINEER/SCIENTIST,Naval Air Systems Command,"Patuxent River, Maryland",101401,156755,"This is a public notice flyer to notify interested applicants of anticipated vacancies. Applications will not be accepted through this flyer. Interested applicants must follow the directions in the ""How to Apply"" section of this flyer to be considered. There may or may not be actual vacancies filled from this flyer. Notice of Result letters will not be sent to applicants who respond to this flyer.",2022,https://www.usajobs.gov:443/job/850424600
CMS-CMCS-26-12844959-DH,Social Science Research Analyst,Centers for Medicare & Medicaid Services,"Denver, Colorado",90025,117034,"This position is located in the Department of Health & Human Services (HHS), Centers for Medicare & Medicaid Services (CMS). As a Social Science Research Analyst, GS-0101-13, you will perform program and policy analyses of services provided by HHS programs.",2022,https://www.usajobs.gov:443/job/851632400
CMS-CMCS-26-12844961-PPP,Social Science Research Analyst,Centers for Medicare & Medicaid Services,"Denver, Colorado",90025,117034,"This position is located in the Department of Health & Human Services (HHS), Centers for Medicare & Medicaid Services (CMS). As a Social Science Research Analyst, GS-0101-13, you will perform program and policy analyses of services provided by HHS programs.",2022,https://www.usajobs.gov:443/job/851632800
NJ-12821458-AR-25-047R,PRODUCTION CONTROLLER,Army National Guard Units,"Lakehurst, New Jersey",58876,76543,"This National Guard position is for a PRODUCTION CONTROLLER, Position Description Number D1259000 and is part of the NJ UTES, National Guard. NATIONAL GUARD MEMBERSHIP IS REQUIRED: This is an excepted service position that requires membership in a compatible military assignment in the National Guard. The purpose of this position is to plan, schedule, control, and monitor the status of equipment maintenance; and to assist a higher-graded Production Controller",2022,https://www.usajobs.gov:443/job/848667400
12837228-ADMHAM-IMP-25,Management and Program Analyst (Fleet),Citizenship and Immigration Services,"Camp Springs, Maryland",120579,156755,"Protect your homeland and defend your culture. Join USCIS, America's frontline defense against illegal foreign infiltration and fraud. As a Management and Program Analyst (Fleet), you will oversee, analyze, and evaluate fleet management programs and policy including for personal property, internal controls, fleet utilization, telematics, statistical analysis, and budget methodology.",2022,https://www.usajobs.gov:443/job/851679700
AFMC-034303-12842168-JSB,MANAGEMENT AND PROGRAM ANALYST-Direct Hire Authority,Air Force Materiel Command,"Hill AFB, Utah",88621,137000,"Veteran's preference does not apply to DHA recruitment Click on ""Learn more about this agency"" button below for more information. The primary purpose of this position is to provide leadership support in the preparation of consolidated management reports, recommendations and analysis submitted by review teams, groups and or specialists to assist in the assurance of the policies, procedures, and processes.",2022,https://www.usajobs.gov:443/job/851065300
HSJW-26-12829244-DHA-R,Clinical Laboratory Scientist,Military Treatment Facilities under DHA,"Malmstrom AFB, Montana",61111,79443,"About the Position: This position is in the Clinical Laboratory of the 341st Medical Group, Malmstrom Air Force Base, Montana. This is a Direct Hire Solicitation",2022,https://www.usajobs.gov:443/job/849469500
OCE-2025-402,Engineering Technician (Drafting),Architect of the Capitol,"Washington, District of Columbia",69923,100097,"This position is located in the Architect of the Capitol (AOC), Office of the Chief Engineer, Planning and Project Development Division, Technical Support Branch. The selectee will provide technical services for development and maintenance of the AOC ""As-Is"" computer-aided design master files and assist in the implementation and operation of the agencies computer-aided design (CAD) system, and will also produce architectural and engineering CAD drawings.",2022,https://www.usajobs.gov:443/job/851683300
