skill_id,skill_name,category,difficulty_level,popularity_score,required_frequency,certification,avg_salary_effect,created_at,updated_at
645,Python,Machine Learning,Medium,67,365,offer Certificate,398,3/11/2021,8/27/2025
646,NLP,Cloud,Medium,80,426,friend Certificate,222,2/6/2023,10/23/2025
647,PowerBI,Machine Learning,Easy,22,337,long Certificate,132,4/6/2022,12/26/2024
648,Data Modeling,Cloud,Medium,96,140,treat Certificate,439,5/9/2024,11/5/2025
649,AWS,Visualization,Easy,99,207,Democrat Certificate,112,2/22/2021,9/30/2025
650,Hadoop,Visualization,Medium,81,394,also Certificate,371,10/22/2021,10/14/2025
651,Hadoop,Statistics,Hard,87,24,first Certificate,117,8/20/2024,4/10/2025
652,Data Modeling,Statistics,Medium,12,157,wind Certificate,156,4/2/2021,10/23/2025
653,Hadoop,Machine Learning,Medium,58,343,degree Certificate,48,4/25/2024,6/7/2025
654,Python,Data Engineering,Hard,14,209,condition Certificate,41,5/24/2022,12/6/2025
655,Hadoop,Statistics,Easy,41,267,above Certificate,355,6/29/2023,5/31/2025
656,PowerBI,Statistics,Easy,4,458,natural Certificate,401,3/30/2024,9/8/2025
657,Docker,Data Engineering,Easy,93,270,laugh Certificate,189,1/29/2024,10/8/2025
658,Python,Statistics,Medium,4,463,southern Certificate,174,6/18/2021,7/28/2025
659,Azure,Statistics,Easy,62,155,look Certificate,66,5/2/2024,10/2/2025
660,Kubernetes,Statistics,Medium,53,407,whole Certificate,279,8/26/2023,3/20/2025
661,Spark,Cloud,Medium,80,395,third Certificate,121,12/10/2022,1/25/2025
662,Azure,Machine Learning,Hard,71,110,late Certificate,387,6/16/2021,12/24/2024
663,NLP,Cloud,Medium,88,495,east Certificate,158,11/20/2021,4/19/2025
664,Python,Visualization,Medium,26,249,significant Certificate,487,10/23/2021,1/12/2025
665,Spark,Cloud,Easy,16,167,try Certificate,269,5/8/2023,2/28/2025
666,Deep Learning,Cloud,Hard,28,43,understand Certificate,131,2/1/2022,6/18/2025
667,GCP,Programming,Easy,46,194,it Certificate,57,2/27/2022,10/13/2025
668,Deep Learning,Machine Learning,Easy,49,412,sure Certificate,204,4/9/2023,6/25/2025
669,Azure,Machine Learning,Easy,95,176,talk Certificate,189,4/19/2024,8/16/2025
670,GCP,Visualization,Easy,69,487,unit Certificate,309,12/28/2022,8/19/2025
671,Machine Learning,Machine Learning,Medium,36,198,sell Certificate,331,11/25/2024,9/10/2025
672,Machine Learning,Cloud,Easy,58,475,first Certificate,391,9/18/2023,8/14/2025
673,Docker,Visualization,Hard,35,288,who Certificate,362,7/30/2024,10/11/2025
674,Spark,Statistics,Hard,57,288,would Certificate,451,2/11/2024,3/28/2025
675,Data Modeling,Statistics,Hard,56,298,visit Certificate,332,7/7/2024,11/11/2025
676,SQL,Visualization,Hard,37,477,certain Certificate,384,12/4/2024,11/2/2025
677,Machine Learning,Visualization,Medium,10,225,move Certificate,101,12/4/2021,6/18/2025
678,GCP,Cloud,Easy,38,369,beyond Certificate,180,4/11/2022,12/10/2024
679,Tableau,Data Engineering,Hard,27,181,eat Certificate,138,12/1/2021,8/28/2025
680,GCP,Statistics,Easy,18,128,prevent Certificate,395,11/6/2021,1/21/2025
681,Deep Learning,Machine Learning,Hard,98,302,Democrat Certificate,15,4/27/2024,8/4/2025
682,Azure,Cloud,Medium,6,11,vote Certificate,259,9/6/2024,1/24/2025
683,Azure,Machine Learning,Hard,61,73,her Certificate,491,8/19/2023,5/3/2025
684,Kubernetes,Programming,Easy,71,54,rest Certificate,65,11/29/2021,3/17/2025
685,Python,Visualization,Medium,100,224,series Certificate,16,11/22/2023,4/23/2025
686,Spark,Visualization,Easy,3,478,purpose Certificate,442,6/12/2024,4/5/2025
687,Kubernetes,Machine Learning,Hard,94,384,push Certificate,116,9/19/2021,3/6/2025
688,Hadoop,Statistics,Medium,75,354,guess Certificate,414,4/4/2022,7/20/2025
689,GCP,Cloud,Easy,90,63,rock Certificate,66,2/28/2024,8/7/2025
690,PowerBI,Programming,Easy,89,135,each Certificate,244,4/14/2024,6/20/2025
691,SQL,Data Engineering,Medium,76,26,body Certificate,144,9/7/2021,6/9/2025
692,Python,Machine Learning,Hard,71,429,two Certificate,436,8/4/2024,8/10/2025
693,Deep Learning,Data Engineering,Medium,79,434,after Certificate,358,9/22/2022,1/25/2025
694,Kubernetes,Programming,Hard,37,347,find Certificate,196,3/30/2022,8/23/2025
695,Machine Learning,Statistics,Easy,33,389,dark Certificate,498,9/5/2024,4/8/2025
696,GCP,Cloud,Medium,97,432,try Certificate,285,5/4/2021,1/7/2025
697,SQL,Cloud,Medium,59,28,degree Certificate,329,8/23/2024,9/14/2025
698,Spark,Programming,Easy,62,305,anything Certificate,99,9/13/2023,5/7/2025
699,Hadoop,Programming,Hard,78,48,public Certificate,275,4/28/2024,1/25/2025
700,Tableau,Cloud,Easy,95,492,month Certificate,424,2/5/2023,7/12/2025
701,GCP,Programming,Medium,71,268,between Certificate,451,6/15/2023,10/2/2025
702,Data Modeling,Visualization,Medium,40,412,stand Certificate,133,12/10/2023,1/26/2025
703,PowerBI,Cloud,Easy,5,260,measure Certificate,485,1/22/2024,9/13/2025
704,PowerBI,Machine Learning,Easy,99,306,husband Certificate,308,10/29/2024,2/27/2025
705,Kubernetes,Data Engineering,Medium,14,380,early Certificate,47,10/17/2023,11/25/2025
706,NLP,Data Engineering,Medium,50,115,finally Certificate,336,3/17/2023,6/22/2025
707,Docker,Cloud,Medium,12,256,bit Certificate,116,7/13/2023,9/12/2025
708,AWS,Visualization,Hard,39,270,hair Certificate,482,9/14/2021,10/6/2025
709,AWS,Visualization,Easy,20,411,born Certificate,154,11/23/2024,3/17/2025
710,GCP,Statistics,Medium,13,186,best Certificate,166,1/27/2022,2/5/2025
711,AWS,Visualization,Hard,92,351,eye Certificate,427,6/25/2022,2/18/2025
712,PowerBI,Cloud,Hard,13,391,defense Certificate,474,4/9/2023,4/13/2025
713,NLP,Visualization,Hard,38,43,grow Certificate,365,4/3/2021,10/15/2025
714,SQL,Visualization,Medium,63,353,agency Certificate,302,12/11/2022,4/8/2025
715,Tableau,Machine Learning,Easy,3,490,kind Certificate,153,4/14/2021,2/9/2025
716,Python,Cloud,Hard,5,256,want Certificate,401,1/12/2021,5/28/2025
717,GCP,Machine Learning,Easy,80,136,lead Certificate,82,12/31/2021,12/19/2024
718,GCP,Data Engineering,Hard,15,14,rate Certificate,96,9/20/2021,4/2/2025
719,AWS,Programming,Easy,16,334,action Certificate,380,4/26/2021,10/11/2025
720,Data Modeling,Data Engineering,Medium,54,390,could Certificate,125,11/12/2024,1/15/2025
721,Kubernetes,Visualization,Easy,73,227,and Certificate,323,7/30/2024,2/27/2025
722,Spark,Cloud,Hard,43,119,until Certificate,454,10/14/2021,3/1/2025
723,Python,Visualization,Medium,50,173,so Certificate,402,11/10/2022,10/10/2025
724,Azure,Data Engineering,Hard,88,42,natural Certificate,496,1/27/2022,5/14/2025
725,Azure,Visualization,Medium,46,162,across Certificate,243,11/30/2021,1/9/2025
726,PowerBI,Machine Learning,Easy,97,317,mean Certificate,311,10/21/2023,10/3/2025
727,Python,Cloud,Medium,34,38,type Certificate,201,6/28/2022,7/18/2025
728,Deep Learning,Programming,Easy,97,430,pressure Certificate,81,1/15/2021,12/10/2025
729,GCP,Programming,Medium,56,158,chair Certificate,362,5/12/2022,8/8/2025
730,Machine Learning,Machine Learning,Easy,57,178,direction Certificate,367,3/30/2023,10/20/2025
731,AWS,Programming,Medium,89,197,commercial Certificate,251,12/27/2023,5/14/2025
732,Tableau,Programming,Medium,14,469,prevent Certificate,293,1/19/2022,9/3/2025
733,SQL,Data Engineering,Medium,93,417,structure Certificate,106,2/5/2021,2/8/2025
734,Spark,Visualization,Hard,77,263,even Certificate,129,9/5/2023,10/10/2025
735,Deep Learning,Machine Learning,Medium,93,7,maybe Certificate,141,4/27/2021,3/21/2025
736,Hadoop,Statistics,Hard,45,242,free Certificate,298,11/20/2024,3/13/2025
737,Python,Cloud,Medium,9,1,avoid Certificate,468,2/26/2023,7/9/2025
738,Hadoop,Statistics,Hard,53,395,but Certificate,126,12/22/2022,5/18/2025
739,Spark,Programming,Hard,64,371,better Certificate,265,3/5/2022,3/24/2025
740,Hadoop,Programming,Hard,74,444,of Certificate,69,5/31/2023,2/21/2025
741,Tableau,Machine Learning,Hard,85,143,task Certificate,449,4/11/2022,12/6/2025
742,Spark,Statistics,Easy,69,83,market Certificate,83,11/18/2022,8/17/2025
743,SQL,Data Engineering,Hard,89,382,bad Certificate,385,5/18/2021,8/5/2025
744,Spark,Statistics,Medium,68,228,care Certificate,34,3/6/2021,3/9/2025
745,Spark,Data Engineering,Hard,78,268,mean Certificate,139,1/16/2023,2/20/2025
746,Data Modeling,Statistics,Hard,85,357,decade Certificate,373,11/20/2022,5/13/2025
747,Python,Machine Learning,Hard,43,481,often Certificate,84,1/22/2024,3/21/2025
748,Deep Learning,Programming,Easy,79,357,marriage Certificate,93,8/21/2024,11/28/2025
749,GCP,Machine Learning,Medium,83,454,lay Certificate,439,1/7/2023,8/21/2025
750,Data Modeling,Statistics,Medium,91,335,truth Certificate,167,7/11/2021,9/26/2025
751,GCP,Programming,Medium,92,338,executive Certificate,273,7/31/2022,4/5/2025
752,Kubernetes,Programming,Easy,20,184,level Certificate,210,3/7/2023,7/10/2025
753,Docker,Data Engineering,Hard,13,470,four Certificate,500,1/21/2021,3/17/2025
754,Data Modeling,Cloud,Medium,60,232,data Certificate,415,3/9/2024,6/19/2025
755,Machine Learning,Cloud,Hard,28,25,mother Certificate,186,9/7/2021,12/14/2024
756,PowerBI,Cloud,Easy,36,348,pick Certificate,432,2/22/2022,10/4/2025
757,PowerBI,Cloud,Hard,82,23,together Certificate,441,7/29/2021,1/21/2025
758,PowerBI,Data Engineering,Medium,68,431,seem Certificate,295,6/8/2023,8/20/2025
759,Tableau,Cloud,Medium,89,38,score Certificate,119,1/9/2023,4/19/2025
760,Spark,Statistics,Medium,61,46,feel Certificate,459,12/5/2022,3/18/2025
761,Tableau,Visualization,Hard,76,363,what Certificate,248,11/11/2024,7/8/2025
762,Tableau,Visualization,Hard,27,156,explain Certificate,399,4/7/2023,11/12/2025
763,Spark,Visualization,Medium,75,282,pick Certificate,336,10/7/2021,4/24/2025
764,Python,Data Engineering,Hard,31,130,none Certificate,71,6/19/2024,1/24/2025
765,Hadoop,Data Engineering,Easy,10,307,guy Certificate,132,7/12/2024,3/22/2025
766,Data Modeling,Statistics,Medium,88,215,bar Certificate,277,9/10/2021,9/18/2025
767,Machine Learning,Machine Learning,Medium,89,277,like Certificate,219,2/11/2022,3/25/2025
768,Tableau,Programming,Medium,21,120,career Certificate,280,3/31/2022,1/31/2025
769,AWS,Visualization,Easy,25,174,need Certificate,142,4/27/2022,3/2/2025
770,PowerBI,Statistics,Hard,72,243,these Certificate,161,3/31/2024,9/13/2025
771,Azure,Visualization,Medium,3,34,health Certificate,134,2/11/2024,6/21/2025
772,Hadoop,Visualization,Hard,1,78,himself Certificate,173,12/19/2023,8/16/2025
773,PowerBI,Cloud,Medium,31,329,her Certificate,454,5/7/2022,6/29/2025
774,Deep Learning,Programming,Easy,87,418,need Certificate,288,9/30/2023,7/25/2025
775,Python,Machine Learning,Medium,75,379,mouth Certificate,97,12/30/2020,6/22/2025
776,Python,Data Engineering,Medium,89,295,evening Certificate,164,5/31/2023,1/27/2025
777,PowerBI,Cloud,Hard,60,165,any Certificate,477,12/4/2021,9/11/2025
778,Tableau,Programming,Hard,53,150,while Certificate,214,4/27/2022,10/27/2025
779,Docker,Statistics,Easy,69,188,charge Certificate,76,3/6/2023,1/11/2025
780,GCP,Statistics,Hard,25,139,tax Certificate,364,8/13/2023,7/21/2025
781,Kubernetes,Cloud,Medium,68,273,street Certificate,22,3/25/2022,6/9/2025
782,Python,Cloud,Easy,15,225,step Certificate,246,8/8/2022,4/1/2025
783,Hadoop,Machine Learning,Easy,15,191,right Certificate,346,6/5/2023,12/13/2024
784,Data Modeling,Cloud,Medium,12,265,behavior Certificate,255,12/1/2023,8/8/2025
785,PowerBI,Data Engineering,Easy,20,141,low Certificate,0,5/31/2023,5/26/2025
786,Spark,Programming,Easy,100,212,general Certificate,211,5/5/2023,11/20/2025
787,Tableau,Cloud,Easy,23,148,soon Certificate,199,9/22/2023,5/13/2025
788,Kubernetes,Visualization,Hard,33,172,early Certificate,289,7/22/2022,10/8/2025
789,NLP,Programming,Easy,26,460,who Certificate,325,10/13/2022,10/1/2025
790,Python,Programming,Hard,61,171,anything Certificate,393,6/2/2024,9/7/2025
791,GCP,Machine Learning,Easy,58,316,sport Certificate,143,1/2/2021,5/9/2025
792,GCP,Machine Learning,Hard,84,278,dream Certificate,419,2/9/2021,12/3/2025
793,Kubernetes,Machine Learning,Hard,69,412,high Certificate,282,7/10/2023,7/18/2025
794,NLP,Programming,Easy,99,492,exist Certificate,259,11/3/2023,3/24/2025
795,SQL,Cloud,Easy,33,267,reality Certificate,302,4/19/2021,1/22/2025
796,Azure,Cloud,Easy,64,40,special Certificate,254,2/17/2024,5/1/2025
797,Python,Data Engineering,Hard,84,487,air Certificate,481,6/25/2024,2/24/2025
798,PowerBI,Machine Learning,Hard,63,189,garden Certificate,61,2/13/2023,11/4/2025
799,Tableau,Programming,Medium,77,76,myself Certificate,144,3/6/2023,12/31/2024
800,Deep Learning,Cloud,Hard,42,70,hospital Certificate,30,11/5/2024,1/9/2025
801,NLP,Visualization,Easy,51,69,believe Certificate,193,3/19/2024,8/27/2025
802,PowerBI,Visualization,Medium,89,46,letter Certificate,202,5/27/2023,2/21/2025
803,Data Modeling,Visualization,Hard,36,386,forget Certificate,405,4/4/2021,6/30/2025
804,Deep Learning,Statistics,Hard,96,348,hair Certificate,166,7/26/2024,7/17/2025
805,Machine Learning,Statistics,Hard,32,236,tax Certificate,416,6/18/2024,12/1/2025
806,Docker,Cloud,Medium,6,249,four Certificate,295,7/9/2023,4/6/2025
807,PowerBI,Visualization,Easy,11,91,north Certificate,361,6/19/2021,2/9/2025
808,PowerBI,Statistics,Medium,15,432,young Certificate,390,5/18/2021,5/6/2025
809,NLP,Statistics,Medium,7,125,enjoy Certificate,302,3/3/2022,11/26/2025
810,Spark,Data Engineering,Medium,42,423,argue Certificate,500,4/14/2023,12/26/2024
811,Hadoop,Programming,Medium,80,13,rather Certificate,457,7/9/2022,1/31/2025
812,NLP,Data Engineering,Hard,41,175,section Certificate,76,2/26/2021,4/21/2025
813,Python,Cloud,Easy,35,500,teach Certificate,261,8/20/2024,3/31/2025
814,Python,Visualization,Easy,93,105,writer Certificate,408,8/25/2021,6/16/2025
815,AWS,Programming,Hard,18,36,might Certificate,464,12/3/2022,4/26/2025
816,Azure,Statistics,Hard,19,417,care Certificate,51,2/13/2023,8/26/2025
817,NLP,Statistics,Easy,53,419,audience Certificate,407,3/19/2021,6/21/2025
818,NLP,Statistics,Hard,42,10,live Certificate,351,5/7/2021,5/29/2025
819,Python,Machine Learning,Hard,71,106,word Certificate,428,3/4/2021,9/14/2025
820,AWS,Programming,Easy,34,420,partner Certificate,323,1/11/2021,7/2/2025
821,PowerBI,Data Engineering,Easy,9,449,support Certificate,211,9/3/2024,6/17/2025
822,Docker,Data Engineering,Hard,14,425,night Certificate,368,3/17/2023,10/13/2025
823,Machine Learning,Programming,Easy,26,264,high Certificate,111,9/7/2022,11/7/2025
824,Kubernetes,Statistics,Easy,27,109,they Certificate,380,1/11/2022,9/20/2025
825,AWS,Machine Learning,Hard,64,181,camera Certificate,301,12/10/2023,4/12/2025
826,PowerBI,Statistics,Hard,12,447,provide Certificate,7,9/16/2024,4/2/2025
827,Hadoop,Programming,Medium,81,302,concern Certificate,302,12/9/2021,7/17/2025
828,Python,Programming,Medium,99,84,song Certificate,272,1/6/2023,4/4/2025
829,Machine Learning,Cloud,Hard,4,489,him Certificate,178,12/30/2021,2/4/2025
830,Deep Learning,Data Engineering,Medium,81,178,your Certificate,84,2/4/2024,2/18/2025
831,Deep Learning,Statistics,Easy,37,98,interview Certificate,4,12/4/2022,1/11/2025
832,SQL,Cloud,Medium,22,142,music Certificate,384,8/13/2024,3/17/2025
833,Spark,Cloud,Hard,18,2,wear Certificate,7,7/22/2024,6/4/2025
834,Tableau,Data Engineering,Easy,77,3,marriage Certificate,12,9/17/2023,5/4/2025
835,Hadoop,Visualization,Easy,49,236,into Certificate,3,1/6/2021,7/3/2025
836,Data Modeling,Visualization,Medium,94,37,save Certificate,59,4/30/2024,12/19/2024
837,Deep Learning,Visualization,Easy,36,86,same Certificate,13,10/30/2021,11/18/2025
838,Hadoop,Statistics,Hard,64,353,hair Certificate,389,6/6/2021,6/19/2025
839,PowerBI,Programming,Easy,51,415,sea Certificate,470,11/28/2023,6/27/2025
840,GCP,Machine Learning,Easy,99,446,law Certificate,292,11/12/2021,6/14/2025
841,Kubernetes,Programming,Easy,43,114,decide Certificate,309,7/18/2024,5/20/2025
842,GCP,Statistics,Easy,57,213,material Certificate,395,9/10/2024,12/12/2024
843,Tableau,Machine Learning,Hard,46,396,they Certificate,65,6/20/2024,1/18/2025
844,Data Modeling,Cloud,Hard,86,269,sound Certificate,420,6/13/2024,7/2/2025
845,Azure,Visualization,Medium,5,271,agreement Certificate,451,3/10/2022,9/8/2025
846,Azure,Cloud,Medium,55,12,understand Certificate,9,10/11/2024,11/9/2025
847,PowerBI,Data Engineering,Medium,57,88,lose Certificate,112,12/1/2021,8/3/2025
848,Machine Learning,Statistics,Medium,58,396,box Certificate,367,4/15/2022,5/17/2025
849,SQL,Statistics,Medium,3,163,least Certificate,294,2/27/2024,9/24/2025
850,AWS,Programming,Easy,94,471,old Certificate,416,11/15/2021,8/24/2025
851,Tableau,Cloud,Hard,43,369,necessary Certificate,181,10/8/2022,3/6/2025
852,Spark,Statistics,Easy,3,74,professional Certificate,305,4/20/2024,1/15/2025
853,Docker,Visualization,Medium,1,221,what Certificate,332,2/26/2024,8/1/2025
854,SQL,Data Engineering,Hard,74,140,medical Certificate,348,9/29/2023,2/16/2025
855,Machine Learning,Machine Learning,Hard,49,411,season Certificate,424,3/20/2023,3/6/2025
856,Azure,Visualization,Easy,71,227,popular Certificate,35,7/5/2021,8/10/2025
857,AWS,Data Engineering,Medium,56,338,rest Certificate,72,12/26/2023,12/11/2024
858,Tableau,Statistics,Easy,91,331,nor Certificate,484,3/2/2024,9/26/2025
859,Machine Learning,Programming,Hard,60,368,billion Certificate,75,2/19/2023,12/20/2024
860,Docker,Data Engineering,Hard,47,97,stock Certificate,464,12/18/2022,6/6/2025
861,GCP,Machine Learning,Hard,68,61,painting Certificate,436,11/7/2022,4/1/2025
862,Hadoop,Cloud,Medium,64,464,remember Certificate,39,1/31/2024,10/9/2025
863,AWS,Statistics,Easy,26,389,leg Certificate,28,8/15/2023,2/16/2025
864,PowerBI,Programming,Easy,26,230,heart Certificate,152,4/20/2024,3/20/2025
865,Machine Learning,Cloud,Easy,42,123,us Certificate,455,2/14/2024,7/28/2025
866,NLP,Cloud,Hard,98,36,door Certificate,203,6/16/2021,8/24/2025
867,Tableau,Cloud,Medium,96,51,citizen Certificate,313,8/14/2023,1/1/2025
868,Hadoop,Programming,Easy,12,360,lay Certificate,305,4/16/2024,2/3/2025
869,Machine Learning,Visualization,Medium,54,479,respond Certificate,53,11/21/2022,5/29/2025
870,Deep Learning,Visualization,Hard,25,251,green Certificate,57,9/16/2021,7/18/2025
871,Hadoop,Programming,Medium,27,426,page Certificate,154,2/26/2024,7/10/2025
872,Python,Data Engineering,Medium,68,171,institution Certificate,94,3/5/2023,12/17/2024
873,Docker,Data Engineering,Medium,45,107,rich Certificate,40,11/25/2021,3/16/2025
874,AWS,Programming,Easy,41,323,bad Certificate,230,11/27/2022,12/30/2024
875,NLP,Cloud,Easy,3,64,control Certificate,9,2/20/2024,1/26/2025
876,Data Modeling,Machine Learning,Hard,87,438,adult Certificate,171,1/27/2024,1/24/2025
877,SQL,Statistics,Hard,98,124,above Certificate,22,8/22/2023,10/12/2025
878,Deep Learning,Programming,Medium,18,491,boy Certificate,188,10/14/2024,8/5/2025
879,Machine Learning,Programming,Easy,62,200,staff Certificate,348,8/8/2021,4/19/2025
880,AWS,Machine Learning,Medium,69,57,able Certificate,278,8/2/2023,3/12/2025
881,Deep Learning,Machine Learning,Medium,27,30,wish Certificate,86,4/30/2023,8/20/2025
882,Spark,Data Engineering,Easy,39,10,would Certificate,398,3/19/2022,4/3/2025
883,Tableau,Machine Learning,Medium,16,327,indeed Certificate,244,7/27/2022,6/30/2025
884,Kubernetes,Data Engineering,Easy,40,130,five Certificate,493,5/21/2024,2/26/2025
885,Python,Machine Learning,Easy,17,36,page Certificate,165,2/22/2022,10/12/2025
886,AWS,Data Engineering,Hard,60,93,serve Certificate,244,9/9/2023,5/8/2025
887,Hadoop,Visualization,Hard,78,420,run Certificate,106,8/4/2023,8/5/2025
888,Azure,Programming,Hard,29,5,can Certificate,159,11/25/2021,7/24/2025
889,Deep Learning,Programming,Easy,13,234,believe Certificate,16,6/4/2022,1/7/2025
890,Spark,Machine Learning,Medium,46,217,someone Certificate,127,4/12/2021,7/4/2025
891,Docker,Data Engineering,Medium,30,425,small Certificate,250,3/7/2023,9/15/2025
892,Machine Learning,Data Engineering,Medium,57,230,talk Certificate,484,7/23/2022,3/26/2025
893,Machine Learning,Machine Learning,Easy,74,355,or Certificate,345,2/26/2021,6/8/2025
894,AWS,Statistics,Hard,86,161,stop Certificate,499,9/16/2023,11/22/2025
895,Python,Data Engineering,Medium,21,58,of Certificate,363,5/21/2023,12/14/2024
896,Data Modeling,Data Engineering,Medium,80,154,door Certificate,392,6/7/2024,9/17/2025
897,SQL,Cloud,Easy,60,361,most Certificate,488,9/12/2022,12/14/2024
898,Data Modeling,Visualization,Easy,4,388,hair Certificate,342,1/4/2024,4/1/2025
899,Spark,Machine Learning,Medium,34,230,amount Certificate,378,11/1/2023,3/17/2025
900,SQL,Visualization,Medium,15,125,single Certificate,350,4/22/2022,5/16/2025
901,Docker,Programming,Easy,29,330,war Certificate,231,11/22/2024,4/26/2025
902,NLP,Visualization,Medium,77,391,car Certificate,120,1/20/2023,7/31/2025
903,NLP,Programming,Hard,52,202,answer Certificate,476,9/4/2022,4/12/2025
904,Docker,Statistics,Hard,72,342,then Certificate,316,10/28/2021,7/21/2025
905,Machine Learning,Cloud,Medium,54,451,year Certificate,329,9/29/2021,12/6/2025
906,Docker,Programming,Hard,95,352,executive Certificate,268,7/15/2024,5/18/2025
907,Kubernetes,Programming,Easy,13,451,necessary Certificate,104,5/31/2024,7/27/2025
908,Deep Learning,Programming,Hard,35,37,nature Certificate,461,7/6/2023,1/26/2025
909,Machine Learning,Programming,Easy,75,253,science Certificate,471,3/22/2021,1/31/2025
910,Deep Learning,Cloud,Medium,46,218,why Certificate,264,1/5/2021,7/27/2025
911,Tableau,Machine Learning,Medium,15,24,major Certificate,134,3/15/2022,1/24/2025
912,GCP,Visualization,Easy,79,256,interest Certificate,139,4/28/2023,12/28/2024
913,GCP,Visualization,Hard,87,173,pass Certificate,265,11/27/2024,8/28/2025
914,Deep Learning,Machine Learning,Easy,87,314,recognize Certificate,156,1/3/2021,9/6/2025
915,Docker,Machine Learning,Medium,66,229,everyone Certificate,16,3/30/2024,7/8/2025
916,Deep Learning,Data Engineering,Easy,9,168,measure Certificate,162,11/25/2022,2/20/2025
917,PowerBI,Statistics,Medium,5,455,bad Certificate,475,10/23/2021,2/16/2025
918,Kubernetes,Visualization,Easy,9,317,prevent Certificate,192,1/27/2021,6/24/2025
919,GCP,Cloud,Hard,93,158,open Certificate,19,11/19/2021,3/22/2025
920,Hadoop,Programming,Hard,93,422,none Certificate,192,1/31/2023,8/27/2025
921,Python,Programming,Hard,39,357,wish Certificate,363,10/8/2022,10/29/2025
922,PowerBI,Statistics,Hard,11,54,care Certificate,445,7/11/2023,10/30/2025
923,GCP,Data Engineering,Hard,89,41,point Certificate,232,11/9/2022,3/20/2025
924,Docker,Statistics,Easy,5,312,wall Certificate,337,3/26/2023,12/6/2025
925,Hadoop,Machine Learning,Easy,56,458,along Certificate,449,7/15/2024,4/27/2025
926,Azure,Programming,Medium,69,410,pass Certificate,374,9/23/2023,3/19/2025
927,AWS,Cloud,Hard,56,109,who Certificate,209,7/31/2022,3/13/2025
928,Docker,Visualization,Medium,72,228,grow Certificate,400,12/3/2024,4/24/2025
929,Kubernetes,Data Engineering,Medium,24,262,member Certificate,181,2/8/2022,10/31/2025
930,GCP,Visualization,Hard,70,34,dream Certificate,83,7/8/2024,4/21/2025
931,Deep Learning,Data Engineering,Hard,93,415,camera Certificate,116,3/10/2022,4/13/2025
932,Azure,Statistics,Hard,50,111,heart Certificate,413,6/14/2022,3/13/2025
933,Tableau,Cloud,Hard,41,264,drop Certificate,109,3/17/2023,11/28/2025
934,NLP,Machine Learning,Medium,87,167,relate Certificate,182,6/30/2023,10/12/2025
935,Spark,Programming,Easy,35,175,itself Certificate,324,5/10/2023,8/12/2025
936,Spark,Data Engineering,Easy,15,444,check Certificate,487,3/6/2024,7/31/2025
937,Kubernetes,Visualization,Easy,86,118,coach Certificate,164,5/27/2021,6/22/2025
938,PowerBI,Statistics,Medium,11,8,letter Certificate,434,5/20/2021,10/29/2025
939,GCP,Visualization,Medium,21,225,accept Certificate,301,9/18/2024,9/15/2025
940,Hadoop,Cloud,Medium,5,18,deep Certificate,492,3/29/2021,6/4/2025
941,Tableau,Data Engineering,Easy,99,395,great Certificate,264,3/31/2024,3/27/2025
942,Data Modeling,Data Engineering,Hard,22,316,heart Certificate,125,5/13/2022,8/14/2025
943,Deep Learning,Statistics,Easy,65,73,long Certificate,439,4/4/2023,1/29/2025
944,Python,Programming,Hard,3,81,why Certificate,163,11/21/2023,12/14/2024
945,SQL,Machine Learning,Hard,4,463,travel Certificate,311,5/17/2022,5/11/2025
946,AWS,Visualization,Hard,69,111,police Certificate,60,9/16/2023,7/9/2025
947,Python,Programming,Easy,11,377,memory Certificate,155,6/4/2023,2/15/2025
948,Spark,Programming,Hard,24,463,nor Certificate,294,12/28/2023,6/5/2025
949,Hadoop,Machine Learning,Easy,52,3,structure Certificate,79,5/9/2024,10/24/2025
950,Docker,Machine Learning,Easy,56,142,road Certificate,74,2/9/2022,1/29/2025
951,Data Modeling,Statistics,Hard,95,337,arm Certificate,424,3/2/2021,11/12/2025
952,Machine Learning,Cloud,Easy,14,450,have Certificate,31,6/9/2021,3/11/2025
953,Tableau,Statistics,Hard,36,65,majority Certificate,316,4/2/2023,1/13/2025
954,GCP,Cloud,Medium,67,185,party Certificate,30,9/27/2023,1/19/2025
955,PowerBI,Statistics,Hard,47,103,father Certificate,378,7/19/2024,6/3/2025
956,Python,Cloud,Medium,73,361,decision Certificate,58,8/11/2023,5/26/2025
957,NLP,Visualization,Medium,38,434,ago Certificate,92,7/13/2022,8/1/2025
958,Data Modeling,Data Engineering,Easy,31,487,human Certificate,36,3/31/2024,10/29/2025
959,NLP,Visualization,Medium,66,442,company Certificate,451,1/30/2024,10/6/2025
960,Hadoop,Data Engineering,Hard,31,250,space Certificate,437,8/18/2022,12/7/2025
961,Data Modeling,Programming,Hard,86,284,page Certificate,240,2/24/2021,5/17/2025
962,Azure,Visualization,Easy,52,107,interest Certificate,277,1/2/2022,10/10/2025
963,Hadoop,Data Engineering,Medium,5,96,nature Certificate,99,5/23/2024,1/26/2025
964,Spark,Programming,Easy,5,453,set Certificate,446,6/18/2023,4/14/2025
965,AWS,Statistics,Easy,97,68,decade Certificate,363,7/25/2022,12/10/2025
966,AWS,Programming,Medium,30,217,my Certificate,373,2/6/2023,3/18/2025
967,Python,Data Engineering,Medium,61,96,college Certificate,153,2/7/2021,1/20/2025
