location_id,city,district,region,latitude,longitude,cost_index,avg_salary_level,population,remote_friendly
737,Can Tho,Agree,Central,14.185158,108.191532,128,2186,4669473,TRUE
738,Hai Phong,Leave,North,18.939766,106.899545,104,2370,9617442,TRUE
739,Can Tho,Thing,Central,17.210235,108.503891,69,2615,9319599,FALSE
740,Hai Phong,Start,North,15.65161,107.334407,102,1197,5610419,FALSE
741,Da Nang,East,Central,21.825774,106.709977,98,1682,8224694,TRUE
742,Da Nang,All,Central,17.329599,108.123026,122,2130,4720764,TRUE
743,Da Nang,Top,Central,13.71861,106.621151,71,2234,4732023,TRUE
744,HCMC,Week,South,14.794274,109.03138,70,1832,5959198,FALSE
745,HCMC,Base,South,13.922223,106.326351,113,920,1709450,TRUE
746,Can Tho,Test,Central,13.677336,107.216204,126,1854,9859005,FALSE
747,Hai Phong,Happy,North,21.126573,109.716134,121,2533,9678056,TRUE
748,Da Nang,Cost,Central,18.346376,109.075501,105,2175,9765770,TRUE
749,Hanoi,Home,North,13.002975,106.179519,77,1013,9392210,FALSE
750,Da Nang,Daughter,Central,21.811106,105.910437,91,2079,2625639,FALSE
751,Can Tho,She,Central,16.122601,106.274942,139,1884,889109,FALSE
752,Hai Phong,Country,North,11.258946,106.748149,112,1670,8117932,TRUE
753,Da Nang,Around,Central,13.301295,107.989524,119,1320,1662034,FALSE
754,HCMC,Share,South,13.392846,108.104254,127,1237,5112173,TRUE
755,Hai Phong,Million,North,15.230069,106.276072,100,2823,5612274,TRUE
756,Hanoi,Compare,North,17.671323,108.832814,69,1300,2531165,FALSE
757,Hai Phong,Bag,North,19.33733,106.976254,62,1570,6149603,FALSE
758,Can Tho,Charge,Central,17.718827,105.210073,111,1571,4924367,FALSE
759,Can Tho,Team,Central,21.004309,109.060539,113,2082,7530058,FALSE
760,Hanoi,Clearly,North,21.992154,105.990822,123,1661,2920982,FALSE
761,HCMC,Forget,South,10.989956,105.614048,67,2101,2228079,TRUE
762,HCMC,Prepare,South,20.651189,106.973309,66,1979,1296390,FALSE
763,HCMC,Water,South,16.97902,105.111973,92,1400,5669331,TRUE
764,Can Tho,Maybe,Central,16.380698,106.233007,109,2217,1725605,FALSE
765,Can Tho,Player,Central,10.465127,108.064343,99,2584,1129810,FALSE
766,Can Tho,Everybody,Central,16.753127,109.851773,76,1131,7520952,FALSE
767,Hanoi,Wide,North,15.194529,107.003718,123,1709,5853704,TRUE
768,Can Tho,Daughter,Central,20.556713,107.102957,90,2879,5753850,FALSE
769,Hanoi,Culture,North,15.123588,107.492797,69,2337,8005918,FALSE
770,HCMC,Too,South,17.123283,108.178892,123,1582,7247091,FALSE
771,HCMC,Work,South,20.418203,105.00101,122,2934,3677847,FALSE
772,Hai Phong,Someone,North,20.876413,107.955286,107,2124,5998193,TRUE
773,HCMC,Too,South,21.693643,105.212397,139,2946,1835355,TRUE
774,Hai Phong,Industry,North,17.964394,106.636313,122,1735,9229960,FALSE
775,HCMC,Gas,South,16.590532,108.943313,110,2015,7543073,TRUE
776,HCMC,Others,South,12.876833,105.806533,62,2888,9791276,TRUE
777,Can Tho,Side,Central,16.665446,105.171277,87,842,8119753,FALSE
778,HCMC,Explain,South,10.787974,105.488049,64,1594,8778554,TRUE
779,HCMC,Onto,South,14.926069,107.918689,126,1255,8121306,FALSE
780,Hanoi,Human,North,20.098007,107.852874,90,2810,7497676,TRUE
781,Da Nang,Lawyer,Central,11.161426,105.312263,116,1869,345016,TRUE
782,Can Tho,Program,Central,18.009684,107.431784,109,2703,3290680,FALSE
783,Hanoi,Help,North,14.205683,106.366764,109,2089,7981437,TRUE
784,Da Nang,Adult,Central,10.043724,105.14754,90,1040,8832834,FALSE
785,HCMC,Support,South,13.775331,109.840622,127,1950,905351,FALSE
786,Da Nang,Will,Central,10.382572,106.790725,93,2386,4851449,FALSE
787,Hai Phong,Usually,North,19.575162,107.24043,132,1786,3035996,TRUE
788,Da Nang,Ground,Central,20.935874,106.111961,70,2180,7184917,TRUE
789,Can Tho,Gas,Central,12.023852,105.319961,124,1520,8052711,FALSE
790,Hanoi,To,North,12.758658,107.685026,119,966,9481303,TRUE
791,Hai Phong,People,North,21.402009,108.447177,76,1969,2983069,TRUE
792,Da Nang,Religious,Central,19.740819,109.113055,87,2299,5598119,TRUE
793,Hai Phong,Traditional,North,20.948617,106.787822,120,2193,4914596,TRUE
794,Da Nang,Talk,Central,18.100464,105.346509,92,1627,2883517,FALSE
795,Hanoi,Lawyer,North,12.579049,105.397706,139,1468,8285031,TRUE
796,Can Tho,Step,Central,15.990414,109.146602,89,988,5625669,FALSE
797,Can Tho,Describe,Central,10.760898,109.229915,107,851,2326432,TRUE
798,Da Nang,Far,Central,16.881301,105.298365,130,1585,6706963,TRUE
799,Da Nang,What,Central,16.264516,109.870078,64,2818,3713346,TRUE
800,Hai Phong,Generation,North,11.570106,109.825708,83,2799,2216314,FALSE
801,HCMC,Find,South,13.704854,106.125708,72,1722,8948551,FALSE
802,Can Tho,Could,Central,12.304719,106.380253,87,2320,8478649,TRUE
803,Hai Phong,Exist,North,15.746413,105.411352,68,2380,6178842,FALSE
804,Hanoi,Letter,North,17.171566,108.492034,98,2156,632930,FALSE
805,Da Nang,Few,Central,18.786513,109.590187,62,1200,2512764,FALSE
806,Da Nang,Next,Central,21.182819,106.174124,119,2973,9585736,TRUE
807,Can Tho,If,Central,10.602104,106.157959,100,2079,7657938,TRUE
808,Hai Phong,Make,North,12.01089,105.413577,139,1725,1623657,TRUE
809,Can Tho,Figure,Central,18.250808,105.058228,111,2442,3251979,TRUE
810,Hanoi,Newspaper,North,14.611289,108.210567,115,865,6371141,FALSE
811,Da Nang,Charge,Central,13.599875,106.761265,131,2578,4509359,TRUE
812,HCMC,Treatment,South,21.518038,106.714653,110,2964,1459331,TRUE
813,HCMC,Teacher,South,14.479731,106.489993,127,1896,3283852,FALSE
814,Hanoi,Popular,North,13.627831,108.930441,61,2208,4351328,FALSE
815,Da Nang,Off,Central,21.913805,106.238834,76,2195,3277968,TRUE
816,Hai Phong,Serious,North,17.01318,105.981191,94,2188,4621381,TRUE
817,Da Nang,Your,Central,11.440305,107.769851,136,2184,4897258,TRUE
818,Hai Phong,Political,North,14.470603,106.931054,93,1843,6883404,FALSE
819,Hanoi,Strategy,North,17.657965,107.318338,82,2909,2082699,TRUE
820,Hanoi,Simply,North,13.790133,105.281185,139,1200,8377171,TRUE
821,Hanoi,Expect,North,11.656648,109.054754,90,2785,7964017,FALSE
822,Hanoi,Reach,North,16.246508,107.785305,116,1641,2803316,FALSE
823,Hanoi,Thus,North,11.249777,108.372321,77,820,4451954,FALSE
824,Hai Phong,Fact,North,17.550631,107.501181,86,2379,2377775,TRUE
825,Hanoi,Sure,North,18.919977,107.873853,80,1656,4440183,TRUE
826,Da Nang,Kitchen,Central,11.573771,105.00675,100,2999,7638481,FALSE
827,Hai Phong,Live,North,21.079741,107.012022,111,2915,2532533,FALSE
828,HCMC,Mission,South,13.015029,105.913787,100,2565,572183,TRUE
829,Hai Phong,Certain,North,12.422938,107.84158,121,1026,9106419,FALSE
830,Hai Phong,Former,North,20.454419,109.356036,109,887,4144254,FALSE
831,HCMC,Like,South,11.806989,106.196618,121,2085,1866126,TRUE
832,Hai Phong,Mr,North,19.511425,105.232874,81,2279,2952762,TRUE
833,Hanoi,Never,North,11.743706,106.312571,123,2830,1005616,TRUE
834,Hai Phong,TRUE,North,16.512536,105.842251,113,1470,7813596,TRUE
835,Hanoi,Play,North,16.624667,107.80808,127,874,1773410,FALSE
836,Hai Phong,Wind,North,18.548926,105.764116,100,1756,3480271,TRUE
837,HCMC,Account,South,14.717899,106.500275,64,2500,9764218,TRUE
838,Hai Phong,Happy,North,14.645631,109.427471,99,2904,9097185,FALSE
839,Can Tho,Hour,Central,19.604551,105.147141,127,816,9701294,FALSE
840,Hai Phong,News,North,14.662693,106.694919,90,834,4759167,TRUE
841,Hai Phong,Model,North,14.230178,109.573879,89,980,3270813,TRUE
842,Hai Phong,Reflect,North,21.121322,107.573535,109,1642,5090378,TRUE
843,HCMC,Sell,South,14.434811,107.505332,132,2309,2181136,FALSE
844,Hanoi,Teacher,North,11.967546,107.540882,128,1821,9276718,TRUE
845,Can Tho,Wrong,Central,14.046916,107.610269,98,2058,1189940,FALSE
846,Da Nang,Author,Central,13.588515,108.230586,88,2785,8149735,FALSE
847,Can Tho,On,Central,10.969487,107.694416,91,1407,778428,FALSE
848,Hai Phong,From,North,12.405107,107.883694,110,2815,4659199,FALSE
849,Hai Phong,Firm,North,15.80303,109.558507,92,865,5474057,TRUE
850,Can Tho,Old,Central,19.725064,105.554569,124,1920,2474270,TRUE
851,Hanoi,Us,North,16.904056,106.317271,82,1433,7180392,TRUE
852,Da Nang,Field,Central,19.883541,109.060102,100,2961,7516111,FALSE
853,Da Nang,View,Central,16.72459,105.171833,135,2181,6175884,TRUE
854,HCMC,Police,South,12.481478,108.88325,121,814,7256570,FALSE
855,Hai Phong,Shake,North,19.491324,108.121671,130,2791,8603683,TRUE
856,Hai Phong,Drive,North,17.711323,108.418179,96,2282,9308728,FALSE
857,Hai Phong,Wrong,North,10.921379,105.000337,125,2829,8745235,FALSE
858,Hanoi,Able,North,12.444616,105.006221,89,847,1053492,TRUE
859,Hanoi,Rather,North,16.39477,107.529173,91,2043,6622590,FALSE
860,Da Nang,On,Central,17.230025,109.542439,99,1703,2591629,TRUE
861,Can Tho,Administration,Central,16.295227,109.114926,136,1735,7230756,TRUE
862,Can Tho,Page,Central,21.849207,108.158703,102,2077,8029765,FALSE
863,HCMC,Will,South,20.395774,106.369042,86,1065,2290305,TRUE
864,Hanoi,Study,North,21.661159,107.655401,123,2827,4578403,TRUE
865,Hanoi,Policy,North,21.621718,109.410889,128,1848,2496672,TRUE
866,Hai Phong,Job,North,11.003285,106.833777,121,2910,5679135,FALSE
867,Da Nang,Away,Central,16.845812,105.430246,111,2449,5227359,TRUE
868,Hanoi,Star,North,14.347626,105.453905,94,1284,7284219,TRUE
869,Hai Phong,Example,North,10.591574,105.426725,87,1724,5568303,TRUE
870,Da Nang,Marriage,Central,17.371891,108.70011,76,1926,8348997,FALSE
871,Can Tho,Fear,Central,16.940931,106.898459,75,2064,7605408,TRUE
872,Da Nang,Recently,Central,14.792533,109.506069,115,821,637153,FALSE
873,Hanoi,Red,North,16.033555,108.280524,104,2336,737164,TRUE
874,Hanoi,Ground,North,20.035838,109.664961,72,1373,4186338,FALSE
875,Hanoi,Tv,North,21.77571,109.319706,109,1629,6807308,FALSE
876,HCMC,Situation,South,14.632092,105.16163,70,2734,330248,FALSE
877,HCMC,Never,South,12.344955,107.897143,131,1383,2523644,FALSE
878,HCMC,Support,South,19.219392,109.772009,86,1868,9152823,TRUE
879,HCMC,Movie,South,14.857206,109.338276,71,2803,9272752,FALSE
880,Hanoi,Case,North,15.763459,108.30218,96,2887,6222416,TRUE
881,Hai Phong,Field,North,15.313924,106.925227,114,1512,9227494,FALSE
882,Hanoi,Never,North,14.173661,106.873578,91,1015,5246155,FALSE
883,Hai Phong,Few,North,19.536319,105.038703,126,807,1716123,FALSE
884,Da Nang,Inside,Central,18.583557,107.19843,82,1866,3707867,FALSE
885,Hanoi,Education,North,12.463687,106.273797,135,1636,262759,FALSE
886,Can Tho,Position,Central,21.129601,107.746792,137,1030,9505728,FALSE
887,Hanoi,Various,North,21.512817,109.396612,92,2772,9029129,FALSE
888,Hanoi,Perform,North,15.263523,105.108259,103,870,9831699,TRUE
889,HCMC,Around,South,15.698687,105.191029,78,2701,4934959,FALSE
890,Hanoi,Sense,North,17.361749,109.103403,135,1512,4318852,TRUE
891,Can Tho,Water,Central,14.948549,108.916147,123,1753,6095929,FALSE
892,Da Nang,News,Central,12.950157,107.620045,131,2500,3365605,TRUE
893,Hanoi,Approach,North,16.943291,108.230282,69,2800,7697946,FALSE
894,Can Tho,Total,Central,11.188443,105.680124,110,1540,9716878,FALSE
895,Can Tho,For,Central,20.720427,107.528059,79,1304,1378840,FALSE
896,Hai Phong,Really,North,19.963091,107.902902,131,2789,1268621,FALSE
897,HCMC,Vote,South,18.976636,105.427927,61,2385,344756,FALSE
898,HCMC,Also,South,21.036089,108.830356,123,1484,5169718,FALSE
899,Da Nang,Appear,Central,20.154299,107.348669,95,1196,4455548,FALSE
900,HCMC,Some,South,12.749459,105.185315,120,2144,4124233,FALSE
901,Da Nang,Of,Central,13.297872,109.1598,67,2474,270542,FALSE
902,Hanoi,Baby,North,13.174589,109.588715,70,1971,6420316,FALSE
903,Da Nang,Nearly,Central,18.95409,106.904602,128,1852,5951955,FALSE
904,HCMC,Chair,South,18.501622,106.290535,138,2779,7749165,FALSE
905,Hanoi,Woman,North,11.387157,105.794006,131,1791,7847382,FALSE
906,Hai Phong,Interview,North,17.748915,107.906329,103,2806,3112229,FALSE
907,Hai Phong,Per,North,13.529686,108.415345,86,1102,6812348,TRUE
908,Can Tho,Never,Central,11.533288,109.601616,88,2819,1257412,FALSE
909,HCMC,Job,South,11.99422,108.947077,137,2005,3865124,TRUE
910,Hanoi,Ahead,North,14.99865,107.50134,76,1982,1331156,TRUE
911,HCMC,East,South,17.659427,106.973006,118,1462,6410107,FALSE
912,Hai Phong,Herself,North,15.468859,105.022967,92,2032,2606102,TRUE
913,HCMC,Public,South,10.687699,106.796524,96,1126,7743017,TRUE
914,Hai Phong,Account,North,17.20527,107.869698,73,1742,7118302,FALSE
915,HCMC,Question,South,15.060647,106.037092,102,1814,7610302,TRUE
916,Hai Phong,Author,North,18.922452,109.950402,105,2265,8025021,FALSE
917,Hanoi,Thought,North,15.941311,109.811817,135,1836,7334852,FALSE
918,Da Nang,Girl,Central,13.698787,109.947515,137,1996,4142031,FALSE
919,Hanoi,Ahead,North,15.800887,105.400251,129,1619,4479031,TRUE
920,Can Tho,Anything,Central,21.081158,106.224359,94,1318,1574246,FALSE
921,Hai Phong,Occur,North,16.138802,106.056492,120,1676,7344468,FALSE
922,Da Nang,Voice,Central,15.620267,109.946037,90,1738,1564700,FALSE
923,Hanoi,Account,North,17.36414,105.684819,117,979,9562847,TRUE
924,Can Tho,Machine,Central,19.468137,108.441869,119,2143,5172999,TRUE
925,HCMC,Could,South,17.745532,108.571897,130,1374,6591116,FALSE
926,Hai Phong,Whether,North,21.511825,108.4216,101,1824,936891,FALSE
927,Hanoi,Standard,North,10.541066,109.070638,84,2428,7385724,TRUE
928,Hai Phong,Drop,North,13.639775,106.957705,136,1964,8108586,TRUE
929,Hanoi,Position,North,13.355637,105.216492,81,2283,7464661,TRUE
930,Can Tho,Might,Central,18.112283,106.228391,119,1476,7020740,FALSE
931,HCMC,Example,South,15.071941,109.20013,61,1023,6952970,TRUE
932,Hai Phong,Wait,North,13.881323,105.805428,66,1787,7722125,TRUE
933,Hanoi,Response,North,17.292046,106.262285,96,1758,6373758,TRUE
934,HCMC,Subject,South,12.842823,108.436223,96,1255,8847705,FALSE
935,Hanoi,On,North,18.837953,106.269818,103,2498,9538098,FALSE
936,HCMC,Believe,South,18.01855,105.527063,85,820,4994526,TRUE
937,Hanoi,Often,North,10.516843,107.605725,110,1313,732511,TRUE
938,Hai Phong,In,North,16.070289,105.689462,91,1446,8659662,FALSE
939,Hanoi,Skin,North,18.834589,106.060614,87,950,4099017,FALSE
940,Da Nang,Threat,Central,11.199843,106.459365,131,814,9356318,FALSE
941,Hai Phong,Support,North,19.691695,107.724206,125,1982,6134714,TRUE
942,Can Tho,Put,Central,10.049428,106.5782,77,2677,8665372,TRUE
943,Da Nang,Million,Central,10.383825,108.874556,140,2227,6822893,FALSE
944,Can Tho,Issue,Central,10.634363,105.898933,81,1533,620133,TRUE
945,Hai Phong,Capital,North,14.995449,107.847428,80,1463,6780980,FALSE
946,Hanoi,Million,North,11.75425,106.674457,85,1393,8505299,TRUE
947,Can Tho,After,Central,14.660365,108.820933,63,2397,267658,TRUE
948,Can Tho,Act,Central,21.803327,107.985816,72,1818,6306507,FALSE
949,Can Tho,Ever,Central,13.918594,105.465415,108,1224,103327,TRUE
950,Hai Phong,Reveal,North,13.454509,106.689437,78,2683,5946520,TRUE
951,Da Nang,Enter,Central,18.176723,106.078882,125,1906,2541004,TRUE
952,Hai Phong,Risk,North,14.028379,109.431352,74,1431,7685979,FALSE
953,Can Tho,Appear,Central,19.371572,108.362613,75,2154,2004867,TRUE
954,Hanoi,Until,North,13.648296,105.772834,87,2934,5482357,TRUE
955,Hai Phong,Police,North,14.823662,105.419586,89,1025,1631053,TRUE
956,Can Tho,Ever,Central,16.972156,105.000914,105,2828,7994815,FALSE
957,Can Tho,Board,Central,10.388225,106.84629,102,1015,590871,FALSE
958,HCMC,Night,South,21.267041,105.743731,68,2459,4258925,FALSE
959,Hai Phong,Mean,North,17.830416,109.459051,100,1623,2377066,TRUE
960,HCMC,Option,South,16.276777,107.567732,126,1493,7348587,FALSE
961,Can Tho,We,Central,11.536887,106.872689,105,1151,5664713,FALSE
962,HCMC,Door,South,12.617976,108.150134,117,1759,274446,TRUE
963,Hai Phong,Accept,North,14.760104,105.344159,129,1719,4219718,TRUE
964,HCMC,Strong,South,10.544931,108.587487,82,2778,4196310,FALSE
965,Hanoi,Individual,North,15.628686,107.978506,136,1704,5211539,FALSE
966,Can Tho,Speak,Central,10.02652,105.611884,116,2172,8077129,FALSE
967,Can Tho,Drug,Central,21.622642,109.117767,140,2110,9315628,TRUE
968,Can Tho,Little,Central,16.622566,106.679949,104,2907,4878511,FALSE
969,Hai Phong,Store,North,18.165734,109.689867,101,1217,1843468,TRUE
970,Can Tho,Tell,Central,17.069672,105.689411,91,2346,7329240,TRUE
971,HCMC,Operation,South,10.156386,109.136272,135,2892,8775377,FALSE
972,Hanoi,Important,North,15.600971,107.630159,76,2389,1902977,FALSE
973,HCMC,History,South,15.332753,108.217992,129,2482,1873632,FALSE
974,HCMC,Drive,South,10.704477,106.536661,104,2256,5812115,TRUE
975,Hai Phong,Present,North,19.608787,109.660011,120,2267,3582228,TRUE
976,Hanoi,Budget,North,20.600324,106.607132,90,947,266403,TRUE
977,Can Tho,Already,Central,18.620157,108.449961,70,2301,1513401,TRUE
978,HCMC,Week,South,10.604595,106.895007,79,2461,1321544,FALSE
979,Hai Phong,Stay,North,16.532159,106.534871,60,1975,4398229,FALSE
980,Hai Phong,Table,North,13.475801,105.382962,122,2350,9355154,TRUE
981,HCMC,Pm,South,16.366066,109.912555,64,2851,4440662,FALSE
982,Hanoi,Door,North,13.013526,109.677055,66,2491,3509923,TRUE
983,Can Tho,Involve,Central,18.402473,109.468924,81,2449,474363,FALSE
984,Da Nang,Prove,Central,13.328153,108.260197,93,1041,7851348,FALSE
985,HCMC,Glass,South,20.714151,109.477875,75,1435,4694643,TRUE
986,Da Nang,Right,Central,15.186985,108.293767,134,2641,407520,FALSE
987,Da Nang,Common,Central,21.319642,108.985672,137,2221,1862532,FALSE
988,HCMC,Deal,South,11.186408,109.624533,130,2772,7986271,FALSE
989,Can Tho,Least,Central,17.429458,109.451114,95,2338,5672774,TRUE
990,Hai Phong,Style,North,13.014848,109.325947,75,2448,8357791,TRUE
991,HCMC,Spend,South,18.241319,106.393954,81,1926,9539922,FALSE
992,Can Tho,Spend,Central,19.474061,109.276812,67,2289,4234308,FALSE
993,Da Nang,Big,Central,11.926557,105.053541,82,2992,646400,FALSE
994,Da Nang,Popular,Central,16.66905,109.699142,139,898,9676229,TRUE
995,Hai Phong,Either,North,11.911882,109.487841,100,1200,4521778,TRUE
996,Hai Phong,Budget,North,18.236851,105.58769,110,2891,5328523,FALSE
997,Da Nang,Check,Central,15.559163,106.817437,77,2541,381505,TRUE
998,Hai Phong,Consumer,North,11.923116,109.570486,86,2408,2202074,TRUE
999,Hai Phong,Staff,North,18.412476,105.699461,62,2715,1831187,FALSE
1000,Can Tho,Design,Central,12.634888,106.804544,109,1379,526501,TRUE
1001,Can Tho,Imagine,Central,18.176784,107.799898,120,1556,3300451,FALSE
1002,Hanoi,Apply,North,21.503381,107.309968,77,2701,2635774,FALSE
1003,Hai Phong,Weight,North,19.257898,107.975633,93,2913,2147643,FALSE
1004,Hanoi,Ahead,North,14.680667,109.368249,63,961,1979259,FALSE
1005,Hai Phong,Himself,North,18.326006,106.330681,61,1451,7075394,FALSE
1006,Da Nang,Enough,Central,17.504464,106.653513,111,2978,7619285,TRUE
1007,HCMC,Miss,South,16.269494,108.205204,75,2834,9832753,FALSE
1008,Can Tho,Radio,Central,16.543033,106.377024,115,1591,4992789,FALSE
1009,Hai Phong,Someone,North,15.115534,108.317288,104,2728,9388052,TRUE
1010,Hai Phong,Three,North,12.553227,106.453404,100,2880,1843008,FALSE
1011,Can Tho,The,Central,14.378953,106.513598,121,1327,6854961,FALSE
1012,Hanoi,Require,North,14.613454,108.503381,105,1835,8133044,FALSE
1013,HCMC,Company,South,19.679991,105.843971,114,2698,5425368,FALSE
1014,Da Nang,Anything,Central,13.397293,109.550006,108,2511,5929054,TRUE
1015,HCMC,Whole,South,10.398052,109.637227,79,2462,419545,FALSE
1016,Da Nang,Laugh,Central,17.528379,105.978826,113,2785,5294042,TRUE
1017,HCMC,Success,South,21.073735,106.696606,126,2102,4315334,FALSE
1018,Hanoi,Sell,North,18.693575,107.757811,114,2532,7201358,FALSE
1019,HCMC,Another,South,20.814922,105.775365,82,2512,4759131,TRUE
1020,Da Nang,Set,Central,12.358261,107.379879,65,1744,1854431,TRUE
1021,Da Nang,Market,Central,21.347219,108.13005,95,2448,6081418,TRUE
1022,HCMC,Age,South,21.59483,105.653204,134,986,9652809,FALSE
1023,Hai Phong,Age,North,19.102838,107.18857,81,2192,3672960,FALSE
1024,HCMC,Big,South,21.663089,105.021081,128,2747,3570871,FALSE
1025,HCMC,Perform,South,13.311972,105.392921,107,2949,6107736,FALSE
1026,Hai Phong,Turn,North,11.598426,107.417042,129,928,6308065,TRUE
1027,Hai Phong,Too,North,13.476256,105.658088,112,2323,1853682,FALSE
1028,Hai Phong,Discover,North,11.791323,106.22025,68,1885,3472625,FALSE
1029,Da Nang,Less,Central,11.884806,108.893877,106,995,7437927,FALSE
1030,Hai Phong,Tree,North,15.544186,108.700206,110,2794,1212864,FALSE
1031,Hanoi,Business,North,12.265998,109.183371,115,1650,1079939,FALSE
1032,Da Nang,Crime,Central,19.560752,106.800523,108,851,7394372,TRUE
1033,HCMC,Could,South,16.258906,105.092989,95,2836,8658321,TRUE
1034,Hai Phong,Community,North,11.952508,109.817878,98,2410,5119315,TRUE
1035,Da Nang,Whose,Central,17.886929,105.599996,91,2568,9088700,TRUE
1036,Hanoi,Purpose,North,13.842734,108.316651,121,815,6635778,FALSE
1037,Da Nang,Film,Central,16.474586,109.760434,89,1457,9323036,FALSE
1038,Hanoi,Agency,North,21.87062,105.164537,90,1545,8772504,TRUE
1039,Da Nang,Lot,Central,19.33499,106.331908,116,1683,1345959,TRUE
1040,Da Nang,Choose,Central,10.614128,105.310089,105,1867,3134592,TRUE
1041,HCMC,Brother,South,16.035473,109.237777,105,1050,9301395,FALSE
1042,Da Nang,Quite,Central,13.397091,109.258349,111,1970,8822865,TRUE
1043,Hanoi,Soldier,North,18.895093,108.972017,61,1858,612235,FALSE
1044,Hanoi,Nation,North,13.773331,106.752456,118,2444,234040,TRUE
1045,Hanoi,American,North,19.590537,109.237088,78,2307,371608,FALSE
1046,Da Nang,Simply,Central,19.026293,109.493904,127,2811,8032410,FALSE
1047,Can Tho,Firm,Central,21.117425,106.361778,103,1662,8754570,TRUE
1048,Da Nang,Lose,Central,10.071121,108.50519,96,1872,5657410,TRUE
1049,Hai Phong,Join,North,11.840102,105.456448,87,1503,2558523,TRUE
1050,HCMC,Address,South,10.604638,109.850804,90,2046,7454255,FALSE
1051,Da Nang,Leave,Central,17.016645,109.890598,102,2886,1579693,TRUE
1052,Hai Phong,Kid,North,16.917322,109.869752,138,2168,9227734,FALSE
1053,Hanoi,Tend,North,11.224066,108.398634,129,2169,5541439,FALSE
1054,Da Nang,Than,Central,11.74216,107.693344,81,1134,2161626,FALSE
1055,Can Tho,Indeed,Central,19.726366,106.33074,134,1671,7488967,FALSE
1056,Hai Phong,Final,North,17.453567,109.616755,121,2625,8731096,TRUE
1057,Hanoi,Think,North,14.032456,107.843207,110,2627,3964972,FALSE
1058,Hai Phong,Song,North,17.279919,108.148988,81,2451,5184146,TRUE
1059,Hanoi,Family,North,14.298501,106.548523,94,2877,4425022,FALSE
1060,Hai Phong,Look,North,12.100397,109.156269,80,2237,290424,TRUE
1061,Hanoi,Much,North,16.819176,108.099622,113,1570,9202529,TRUE
1062,Can Tho,Task,Central,20.876527,108.275052,132,1537,2283430,TRUE
1063,Da Nang,Not,Central,19.150019,105.823433,125,1574,5149583,TRUE
1064,HCMC,Successful,South,11.708163,105.485247,131,2070,747476,TRUE
1065,Hai Phong,Fact,North,19.22266,107.900503,118,2154,3508928,FALSE
1066,HCMC,Staff,South,14.036754,109.371495,60,1852,2036580,FALSE
1067,Hanoi,Authority,North,14.532685,105.881242,101,2318,2978421,TRUE
1068,Can Tho,Day,Central,12.373155,109.329187,85,1443,6169297,FALSE
1069,Hanoi,Sit,North,11.795188,107.618473,103,2400,5565383,TRUE
1070,Da Nang,Artist,Central,16.441795,108.953861,83,898,1233483,FALSE
1071,Hai Phong,Down,North,17.205451,107.663347,90,1230,1584770,TRUE
1072,Can Tho,Above,Central,14.099379,107.575822,79,1312,1542703,TRUE
1073,Can Tho,Answer,Central,16.16133,109.398385,125,1244,6105150,FALSE
1074,HCMC,Article,South,15.100897,105.229564,67,2690,3228958,FALSE
1075,Da Nang,Our,Central,12.363404,106.149197,128,2483,6205964,FALSE
1076,Da Nang,No,Central,21.296731,107.967276,74,2905,1825228,FALSE
1077,HCMC,List,South,15.054707,108.061067,79,1086,9979320,FALSE
1078,HCMC,Less,South,10.004078,107.144746,102,1897,2704439,TRUE
1079,Da Nang,Share,Central,12.004996,108.723579,71,812,6605723,TRUE
1080,Da Nang,Artist,Central,17.090235,109.346821,111,881,7171617,TRUE
1081,Hanoi,Impact,North,19.61913,107.265245,77,2825,3063672,TRUE
1082,Hai Phong,Bill,North,12.450664,106.095332,105,2657,3436770,FALSE
1083,HCMC,Experience,South,19.046458,108.78814,94,1238,8999130,TRUE
1084,Da Nang,Model,Central,17.489888,108.857526,124,1155,2199103,FALSE
1085,Hanoi,Necessary,North,18.872133,105.025497,95,1447,7274949,TRUE
1086,HCMC,Most,South,20.989191,107.974133,127,2735,7982252,TRUE
1087,Da Nang,Safe,Central,14.755798,107.514665,61,1168,6624548,FALSE
1088,Hai Phong,Specific,North,21.205763,106.40468,108,2668,8071283,TRUE
1089,Hai Phong,Expect,North,17.891891,107.842379,108,1898,6294405,FALSE
1090,Can Tho,Exactly,Central,19.262009,107.641956,115,2198,9623179,FALSE
1091,Hai Phong,Point,North,12.483718,108.012887,92,2297,5926837,TRUE
1092,Hai Phong,Five,North,15.243651,105.215544,99,2192,8762661,FALSE
1093,HCMC,To,South,14.090556,109.949226,106,937,7733622,TRUE
1094,Hai Phong,Bag,North,16.272898,106.903652,105,1433,1305277,TRUE
1095,Da Nang,Black,Central,19.544741,108.472544,127,2897,1673461,TRUE
1096,Hai Phong,Many,North,11.003207,107.519548,130,1870,8676612,FALSE
1097,HCMC,Low,South,18.233846,107.278711,70,1348,3064654,TRUE
1098,HCMC,Chance,South,11.663338,105.966059,77,1351,4427716,TRUE
1099,HCMC,Itself,South,11.751975,108.896941,87,1127,1154122,TRUE
1100,HCMC,Wait,South,17.457749,108.103597,128,2611,4686792,FALSE
1101,Da Nang,Instead,Central,18.060651,107.467359,77,1152,3236631,TRUE
1102,HCMC,Home,South,13.075118,109.855593,87,1000,6086533,FALSE
1103,Hanoi,Almost,North,19.853767,107.462328,100,2348,523024,FALSE
