company_id,company_name,size,founded_year,industry,headquarters,website,revenue,rating,hr_contact,last_active
1099,Graham and Sons,Small (1-50),2013,Finance,Laneland,https://patterson.com,46640851,3.21,whitejennifer@example.net,7/2/2025
1100,Martinez-Jones,Large (300-1000),2003,E-commerce,Port Tommy,https://buck-vaughn.com,429703997,4.23,ruth22@example.org,5/27/2025
1101,Ramirez-Macias,Medium (51-300),2006,Finance,Port Kyle,https://andrews.com,194103304,3.26,huffrobert@example.org,2/20/2025
1102,Pena-Pruitt,Enterprise (1000+),2018,Retail,Frazierfort,https://leblanc.com,334085384,2.68,ymullen@example.net,9/3/2025
1103,"Morgan, Robinson and Webb",Medium (51-300),1991,Technology,Port Jessica,https://lewis.biz,418911021,4.63,andrewsjared@example.org,8/6/2025
1104,Mills-Mckenzie,Enterprise (1000+),1995,Technology,Sarahport,https://friedman.com,47045349,3.17,kristieshepherd@example.org,10/13/2025
1105,Berry-Graham,Small (1-50),2009,Technology,Lake Jeremyport,https://williams.com,344752634,3.14,jessica27@example.net,6/16/2025
1106,Rodriguez PLC,Small (1-50),2007,Technology,West Calebmouth,https://lucas-powers.net,49467362,2.55,robertcampbell@example.net,2/16/2025
1107,"Andrade, Barnes and Smith",Enterprise (1000+),1994,Technology,Rodrigueztown,https://watson.org,468572627,3.96,tiffanybennett@example.net,4/28/2025
1108,Simmons LLC,Small (1-50),2001,Finance,Lake Amyshire,https://hudson.com,247668974,2.71,weaverelizabeth@example.com,9/6/2025
1109,Cannon-Howell,Medium (51-300),2022,Healthcare,New Troy,https://horton-moody.com,123524671,3.83,dsmith@example.net,11/8/2025
1110,"Smith, Parker and Young",Small (1-50),1992,Technology,Lake Jamesfurt,https://flores-howard.com,295778747,4.79,fhernandez@example.org,3/30/2025
1111,Mays Inc,Enterprise (1000+),1995,E-commerce,New Michaelview,https://smith-brown.net,160674404,4.32,mccannjohn@example.com,1/28/2025
1112,"Clark, Stone and Boyer",Large (300-1000),2013,Telecom,Loganshire,https://mosley-whitney.info,479354815,3.99,nmartin@example.com,11/17/2025
1113,"Evans, Kline and Hernandez",Small (1-50),1996,E-commerce,Scottview,https://taylor-cook.biz,454324025,4.38,colonaudrey@example.com,12/21/2024
1114,"Combs, Stewart and Jones",Large (300-1000),2010,Telecom,Wonghaven,https://ellison-lucas.org,173912026,4.96,katherine63@example.com,4/12/2025
1115,Matthews-Bradford,Large (300-1000),2019,Finance,Davismouth,https://martin-price.info,291264642,4.03,amyross@example.com,8/25/2025
1116,"Mooney, Butler and Thomas",Medium (51-300),2006,Healthcare,Danafort,https://sanford.org,238403020,4.69,smithjeremy@example.org,9/9/2025
1117,Holloway-Lee,Enterprise (1000+),2001,Telecom,Zacharyton,https://reynolds.com,122127538,4.11,benjaminmoore@example.org,9/28/2025
1118,Davenport and Sons,Large (300-1000),1996,Finance,Virginiafurt,https://higgins-jimenez.com,120594722,3.04,melody10@example.net,6/11/2025
1119,Heath Group,Enterprise (1000+),1999,Finance,West Jesse,https://rose.net,451842885,2.63,gregorygonzalez@example.com,6/19/2025
1120,"Hill, Wilkerson and Anderson",Enterprise (1000+),2011,Retail,Port Brian,https://stewart.com,114312102,4.04,victorhart@example.com,3/6/2025
1121,Norris-Medina,Small (1-50),1990,Technology,Morganside,https://olsen.com,242370833,4.44,angelabonilla@example.org,6/9/2025
1122,Pham PLC,Large (300-1000),2005,Technology,Ricardomouth,https://gates-hampton.com,129117759,4.21,lynn90@example.org,9/9/2025
1123,Morrison Group,Large (300-1000),2001,Retail,Port Zachary,https://neal.com,330019285,3.81,perezmichael@example.net,9/11/2025
1124,"Yang, Phillips and Butler",Enterprise (1000+),2022,E-commerce,Port Ashley,https://calderon.org,99116382,4.13,jonathanschaefer@example.net,11/10/2025
1125,Bell Inc,Large (300-1000),2013,Telecom,South Charlesberg,https://jones-martinez.info,92324972,4.92,payneamanda@example.com,1/22/2025
1126,Robinson-Williams,Large (300-1000),1995,Retail,Port Shawn,https://hood.biz,309341122,4.9,paynekaren@example.org,6/30/2025
1127,Cobb and Sons,Enterprise (1000+),1999,Telecom,East Jessica,https://rogers.com,194434014,2.85,wle@example.com,5/28/2025
1128,Warren-Chen,Large (300-1000),2015,Telecom,Charleschester,https://gonzalez-valentine.com,5112451,3.43,shannonconley@example.org,12/31/2024
1129,Hall LLC,Small (1-50),2008,Healthcare,South Dawnchester,https://walker.com,264870164,4.13,timothy85@example.com,6/5/2025
1130,Snyder and Sons,Large (300-1000),2007,Healthcare,Jacobsstad,https://garcia.net,452665013,4.69,chaneytina@example.com,9/2/2025
1131,Werner-Jackson,Small (1-50),1994,Telecom,Lake Bryanville,https://holden-mercer.org,88054070,3.4,wmiller@example.com,11/8/2025
1132,Mendez Group,Medium (51-300),2001,Healthcare,Olsonhaven,https://davidson-drake.biz,101403173,3.78,lanejohn@example.net,5/14/2025
1133,Williams-Young,Small (1-50),2005,E-commerce,Johnton,https://hanson.net,161797532,3.71,rbarber@example.com,11/8/2025
1134,Miller-Weiss,Large (300-1000),2005,Healthcare,South Emily,https://carpenter-hill.com,122107486,2.57,andersondonald@example.org,3/7/2025
1135,Thompson-Martinez,Large (300-1000),1994,Technology,Glassland,https://smith.com,1162499,3.88,richard05@example.net,11/2/2025
1136,Jackson and Sons,Enterprise (1000+),2001,Retail,Youngville,https://gray-johnson.info,203447936,3.93,spencerangela@example.net,12/18/2024
1137,"Solis, Wright and Thomas",Enterprise (1000+),1993,Retail,New David,https://beasley.info,339202868,3.28,christopherschultz@example.org,6/4/2025
1138,Smith-Leonard,Small (1-50),1997,E-commerce,Deborahtown,https://johnson.com,327815866,3.44,qwells@example.org,7/4/2025
1139,Nelson-Turner,Enterprise (1000+),2009,Telecom,Jenkinsborough,https://warren.org,298764833,2.9,reynoldsronald@example.net,5/20/2025
1140,Wilson Ltd,Enterprise (1000+),2022,Retail,North Robertport,https://williams.com,341229172,4.54,richardsonjessica@example.org,10/11/2025
1141,Bryant-Bruce,Enterprise (1000+),2001,Finance,East Robertstad,https://zhang.com,336346972,3.86,christine71@example.net,11/16/2025
1142,Smith Inc,Medium (51-300),2000,Retail,Stanleybury,https://morales.com,109028746,2.57,foxkelly@example.com,7/2/2025
1143,Vincent-Davis,Enterprise (1000+),1992,Retail,Wagnermouth,https://kane-lane.biz,56601211,4.04,robinsondaniel@example.org,12/10/2024
1144,Horton Inc,Small (1-50),1991,E-commerce,Lake Betty,https://santana.com,115607558,2.65,anthony64@example.org,9/5/2025
1145,"Simmons, Sosa and Morris",Enterprise (1000+),2011,Retail,Acostaland,https://nelson-villa.com,443618045,2.73,judith86@example.org,11/12/2025
1146,Lee Group,Medium (51-300),2016,E-commerce,South Danielstad,https://gonzalez-miller.com,423133829,4.85,david07@example.net,7/27/2025
1147,Tate PLC,Enterprise (1000+),2006,Retail,Emilyton,https://oneill.com,342703715,4.09,evansmathew@example.net,3/24/2025
1148,Giles-Miller,Enterprise (1000+),2018,Telecom,Port Gregoryville,https://king.com,119390544,3.03,kristine79@example.org,9/6/2025
1149,"Nguyen, Mcintyre and Leon",Large (300-1000),1995,Telecom,New Emilyshire,https://robbins.org,146363966,2.69,daniellenunez@example.com,12/7/2025
1150,Blevins Inc,Medium (51-300),1997,Technology,Port Christophershire,https://dunlap.info,253307484,2.72,fordlori@example.org,1/23/2025
1151,Smith Inc,Small (1-50),2004,Retail,North Daniellemouth,https://liu-kennedy.com,276425197,2.94,cummingsstephanie@example.net,7/12/2025
1152,"Johnson, Li and Butler",Large (300-1000),2001,Technology,Tranport,https://castillo.org,458061509,4.68,sancheztravis@example.org,3/24/2025
1153,"Davis, Matthews and Jordan",Enterprise (1000+),1991,Retail,Livingstonburgh,https://black-holmes.net,25108925,3.07,adamhaynes@example.com,6/23/2025
1154,Ray Ltd,Medium (51-300),1999,Finance,Brianville,https://mckinney.biz,200966834,4.15,sergioirwin@example.net,8/2/2025
1155,Murray-Gonzales,Small (1-50),2021,Technology,West Luis,https://carter.org,288238329,5,ayalajonathan@example.net,7/28/2025
1156,Garner Ltd,Enterprise (1000+),1996,Finance,New Isaac,https://johnston.com,202031034,3.79,andersonkeith@example.com,7/24/2025
1157,White PLC,Medium (51-300),1998,Telecom,Kennethmouth,https://gibbs.com,403123354,2.5,taylorjohn@example.org,8/7/2025
1158,Stewart-Martin,Small (1-50),1991,Technology,Amandaburgh,https://martin.info,380946593,3.68,colemancrystal@example.org,2/3/2025
1159,"Fernandez, Mckenzie and Ho",Small (1-50),2001,E-commerce,East Donaldland,https://cook-castillo.com,311376606,3.02,otrujillo@example.com,8/5/2025
1160,"Brown, Thompson and Bennett",Large (300-1000),2012,Retail,Ernestshire,https://jenkins-cochran.net,363442708,3.1,jacksonthomas@example.org,7/25/2025
1161,Oliver-Wright,Medium (51-300),2019,Telecom,Allisonbury,https://cline.com,219264693,2.55,rodriguezmichelle@example.org,5/10/2025
1162,Andrews LLC,Medium (51-300),2000,Telecom,North Bradleymouth,https://parker.com,432491111,4.45,christyhurst@example.com,4/18/2025
1163,Martinez-Chavez,Small (1-50),1992,Retail,Teresaland,https://kelly-wright.org,469031700,3,dthomas@example.net,7/18/2025
1164,Stephens and Sons,Small (1-50),2023,E-commerce,New Justinstad,https://rowland-may.com,387347526,4.95,patrickcurry@example.com,3/19/2025
1165,"Park, Galloway and Kirk",Large (300-1000),2001,Technology,North Jessicahaven,https://white.info,218326800,2.55,amygomez@example.com,10/8/2025
1166,Torres Ltd,Large (300-1000),2014,Technology,Lake Robertburgh,https://clark.com,265462482,3,calvin34@example.org,8/10/2025
1167,Rodriguez-Bowen,Large (300-1000),2004,Finance,Lucaston,https://vaughn.com,277861903,3.11,justin98@example.org,8/20/2025
1168,Lucas-Hill,Small (1-50),2003,Technology,East Rhondamouth,https://griffin.info,290949962,3.37,denise79@example.com,12/6/2025
1169,Medina LLC,Enterprise (1000+),1993,Telecom,Gomezhaven,https://moyer.com,86533796,4.22,ericgoodwin@example.com,11/14/2025
1170,"Noble, Harrison and Waters",Medium (51-300),1997,Telecom,Higginsberg,https://cook.com,481255579,2.71,zsullivan@example.com,2/22/2025
1171,"House, Coleman and Richards",Small (1-50),1993,Healthcare,Haynesshire,https://thomas.com,477563759,3.12,danielcallahan@example.net,3/17/2025
1172,"Wilson, Cox and Edwards",Large (300-1000),1991,Telecom,Ashleyfurt,https://morgan.biz,92272645,4.6,amoore@example.org,3/11/2025
1173,"Willis, Gomez and Perez",Large (300-1000),2017,Healthcare,Sawyerville,https://moore-vaughan.info,461638551,2.68,janetmedina@example.com,7/24/2025
1174,"Brown, Bryant and Kennedy",Medium (51-300),1994,Healthcare,Lake Brianside,https://crawford-thornton.biz,375610593,3.51,lauren53@example.org,2/25/2025
1175,"Woods, Parker and Lester",Large (300-1000),2002,Finance,Karenville,https://price.biz,162175736,3.88,brianjones@example.net,11/23/2025
1176,Gibson-Clay,Small (1-50),2007,Retail,Laurastad,https://hoffman-jenkins.org,355092669,2.62,zhill@example.org,1/1/2025
1177,Kaiser PLC,Enterprise (1000+),2016,Finance,Sarafurt,https://hinton.com,430496220,4.25,carrmichael@example.net,1/3/2025
1178,Burch PLC,Medium (51-300),2009,Finance,Port Deanna,https://fitzgerald-smith.net,61258614,4.87,chad07@example.com,2/19/2025
1179,Cox LLC,Small (1-50),1995,Technology,New Jeremyport,https://bartlett.com,261586434,3.05,vlee@example.net,11/26/2025
1180,"Cobb, Herring and Hernandez",Large (300-1000),2021,Finance,North Sandraside,https://murphy-small.info,38866150,2.71,youngbrenda@example.net,5/30/2025
1181,"Weber, Williamson and Martinez",Medium (51-300),2003,Finance,Sarahmouth,https://foster-washington.com,307161728,4.4,sarahfuentes@example.com,12/16/2024
1182,Oconnor Inc,Small (1-50),1990,Technology,Reneeburgh,https://young-taylor.org,455339739,4,vrobinson@example.net,2/23/2025
1183,Hudson-Horn,Large (300-1000),1998,E-commerce,Wilsonside,https://lyons-mullins.com,310852827,2.65,davischarles@example.com,12/16/2024
1184,Davis-Chan,Medium (51-300),2019,Telecom,East Katherine,https://burke-garcia.net,292272566,2.93,vbrown@example.net,9/19/2025
1185,"Butler, Edwards and Chavez",Large (300-1000),2009,Telecom,Lake Timothy,https://best-johnson.com,422075096,3.15,christensenjonathan@example.net,9/9/2025
1186,Williams-Nichols,Small (1-50),2007,Telecom,East Ashleyview,https://goodwin.com,217406732,2.96,lreed@example.com,5/8/2025
1187,Williams-Hayes,Medium (51-300),2019,E-commerce,Port Robert,https://miranda.com,15097281,3.98,kstevens@example.net,2/22/2025
1188,Wells-Blankenship,Enterprise (1000+),2001,Telecom,Lake Marvinshire,https://flores-duarte.org,265560660,2.66,kchurch@example.org,3/7/2025
1189,"Henderson, Underwood and Anthony",Enterprise (1000+),1991,Finance,West Gregoryfurt,https://lewis.net,422662421,3.78,rebeccaedwards@example.org,2/24/2025
1190,Prince-Wong,Large (300-1000),2000,Telecom,East Jessica,https://wilson.com,185261236,3.23,jschwartz@example.com,12/18/2024
1191,"Johnson, Burnett and Hayden",Enterprise (1000+),2015,E-commerce,Mendozatown,https://freeman.org,391382604,3.38,luisreed@example.com,10/5/2025
1192,"Burgess, Armstrong and Robinson",Large (300-1000),1992,Finance,New Emily,https://torres.com,431302750,4.36,jennaconrad@example.com,8/5/2025
1193,Smith-Harper,Medium (51-300),2016,E-commerce,Port Brianmouth,https://king.net,207327430,4.46,vazquezjennifer@example.net,9/30/2025
1194,Thompson-Gonzalez,Enterprise (1000+),2017,Technology,Thomasburgh,https://patterson.com,411690340,4.69,thomasberry@example.org,7/17/2025
1195,Burns PLC,Small (1-50),1992,Healthcare,Duranfort,https://norton.com,457783090,2.62,timothy63@example.org,8/3/2025
1196,"Allen, Brown and Pena",Medium (51-300),2002,Retail,Obrienfort,https://jordan.com,93503688,4.51,melissabooth@example.com,1/1/2025
1197,Tran and Sons,Small (1-50),1992,Technology,Figueroafurt,https://mitchell.info,78990346,4.37,fullerjohn@example.com,1/1/2025
1198,Baird Inc,Small (1-50),2016,Technology,Lake James,https://liu-anderson.biz,427844733,3.74,kevinhubbard@example.net,2/18/2025
1199,"Maxwell, Jones and Gomez",Medium (51-300),2003,Technology,Gregoryberg,https://smith-winters.com,394711148,3.68,dannydiaz@example.com,8/1/2025
1200,"Miller, Wheeler and Cameron",Medium (51-300),1995,Telecom,Smithmouth,https://freeman.com,368216465,2.59,darrylmoore@example.com,12/30/2024
1201,Bush-Powell,Large (300-1000),1991,E-commerce,Alvinshire,https://nicholson.com,123902436,4.33,bnelson@example.org,4/21/2025
1202,Torres-Watson,Large (300-1000),2021,Technology,East Marilynhaven,https://garcia.info,359951149,3.31,davislauren@example.org,1/24/2025
1203,Sullivan-Watson,Large (300-1000),2018,Telecom,West Michael,https://garcia-martin.com,72175789,2.69,lee45@example.org,12/6/2025
1204,"Carr, Drake and Johnson",Small (1-50),1996,Telecom,Port Russellfort,https://richardson.com,406452688,4.45,ashley54@example.com,6/6/2025
1205,Singh-Howard,Medium (51-300),2003,Retail,North Vincentton,https://george.com,488444200,3.32,duane03@example.net,7/25/2025
1206,Randall-Stevenson,Small (1-50),2012,Finance,Sarahborough,https://myers.com,342620948,4.75,silvamolly@example.org,12/8/2025
1207,"Warner, Finley and Dickerson",Large (300-1000),2018,Technology,Smithstad,https://santiago.org,93008761,2.64,stewartjames@example.net,6/21/2025
1208,"Mccarthy, Hebert and Martin",Enterprise (1000+),1990,Finance,Port Brittany,https://williamson.org,127179899,3.84,brianhuber@example.net,1/31/2025
1209,"Marshall, Richardson and Mendez",Medium (51-300),2009,Technology,North Travisberg,https://miller.com,346775555,3.52,olong@example.org,6/19/2025
1210,Hawkins-Smith,Large (300-1000),2016,Telecom,Solomonchester,https://walker-parker.com,252814920,2.6,jonathan20@example.com,2/13/2025
1211,Norris-Sims,Large (300-1000),2002,Finance,South Stacystad,https://flores.com,11224368,3.82,adamroberts@example.com,11/15/2025
1212,Smith-Yang,Medium (51-300),2000,E-commerce,New Jeffrey,https://jones-williams.net,423630092,3.06,devonwilliams@example.com,8/14/2025
1213,Johnson Ltd,Small (1-50),2010,Technology,Lake Michael,https://moore-stephens.org,325043086,3.15,tara74@example.net,4/30/2025
1214,White Ltd,Enterprise (1000+),2005,Healthcare,West Amanda,https://gutierrez.net,172444777,4.24,snydertimothy@example.net,4/5/2025
1215,"Hodge, Hernandez and Gilbert",Medium (51-300),2005,Telecom,Fisherstad,https://perez.org,177023102,2.8,uparsons@example.com,1/13/2025
1216,"Daniel, Wang and Curry",Medium (51-300),1997,Healthcare,New Kathryn,https://orozco.com,343461714,3.61,jonesjeffrey@example.org,4/29/2025
1217,Schmidt LLC,Medium (51-300),1993,Telecom,Thomasshire,https://long-carlson.net,249939940,2.95,shannonsmith@example.org,8/1/2025
1218,Morgan Ltd,Small (1-50),2009,Telecom,Kellyburgh,https://hull.biz,493101389,3.29,amber81@example.net,8/20/2025
1219,"Henry, Lee and Esparza",Small (1-50),1990,Technology,South Ashley,https://torres-harmon.info,50014985,3.15,donnataylor@example.net,2/11/2025
1220,Ramos and Sons,Small (1-50),1992,Healthcare,Richardport,https://vance.com,439362441,2.58,pperez@example.com,10/18/2025
1221,Ochoa-Berry,Medium (51-300),2008,Technology,Lake Karentown,https://smith.info,90831081,3.82,reedheather@example.com,1/19/2025
1222,Rice-Wallace,Enterprise (1000+),2013,E-commerce,Hernandezfort,https://robertson.biz,180701503,4.57,elizabethrollins@example.net,12/5/2025
1223,Thomas-Bishop,Enterprise (1000+),2016,Finance,Spencerborough,https://walker.com,96379099,2.57,gailcox@example.net,3/12/2025
1224,Mendoza-Wallace,Medium (51-300),2020,Healthcare,Port Amyview,https://gibson.com,262569866,4.08,wendyproctor@example.com,9/23/2025
1225,"Alexander, Escobar and Torres",Medium (51-300),2009,E-commerce,Carlosside,https://smith.info,378539604,2.69,eugene55@example.net,8/3/2025
1226,Wilson-Short,Enterprise (1000+),1991,Telecom,West Rebekah,https://oliver.biz,46586940,4.13,nicholsandrew@example.org,3/13/2025
1227,"Gross, Roth and Ferguson",Medium (51-300),2019,Retail,North Krystal,https://willis.com,74425462,4.13,fostertommy@example.com,4/10/2025
1228,Larsen PLC,Small (1-50),1990,E-commerce,Maldonadoside,https://alexander.com,280881663,4.4,susanholt@example.com,9/3/2025
1229,Rhodes Ltd,Large (300-1000),2007,Healthcare,New Beverlymouth,https://mills.com,3248462,2.84,jessicaboyle@example.net,8/23/2025
1230,Garza-Poole,Small (1-50),1991,Telecom,North Richard,https://watkins-melendez.info,137335600,3.41,jacob18@example.net,12/30/2024
1231,"Garcia, Foster and Hubbard",Large (300-1000),1999,Telecom,East David,https://kane-bolton.biz,263324201,4.98,linda08@example.org,3/22/2025
1232,Ayala LLC,Large (300-1000),2004,Healthcare,Lake Carlafort,https://byrd.org,284474166,3.86,qbarnes@example.com,10/18/2025
1233,"Riley, Dixon and Jimenez",Large (300-1000),2000,Healthcare,New Shelbyshire,https://parsons.com,476205992,2.66,april28@example.com,3/9/2025
1234,"Oneal, Garcia and Evans",Medium (51-300),1997,Technology,Jonathanberg,https://carr.biz,365213580,3.14,evanarnold@example.com,8/30/2025
1235,Burton-Mclaughlin,Large (300-1000),2001,Retail,Rachelside,https://jones.com,482187737,4.2,yhunter@example.org,11/8/2025
1236,Cardenas and Sons,Large (300-1000),1998,Healthcare,Lake Holly,https://smith.com,201674800,3.18,danielpierce@example.com,5/13/2025
1237,Robinson-Ball,Small (1-50),2007,Finance,Johnborough,https://roberts.com,393728774,4.1,timothy31@example.net,3/15/2025
1238,Blankenship-Lopez,Small (1-50),2012,E-commerce,East Andreafort,https://williams.net,10482542,3.84,wrich@example.com,6/29/2025
1239,Garcia-Smith,Medium (51-300),1999,Telecom,West Michaelmouth,https://paul.net,115075535,4.93,katiemacdonald@example.org,8/8/2025
1240,Russell PLC,Enterprise (1000+),1993,Healthcare,Stephanieside,https://lamb.biz,3582065,2.62,qrhodes@example.com,2/21/2025
1241,"Wright, Cobb and Morris",Enterprise (1000+),2003,Technology,East Jessetown,https://jones.org,463767293,3.15,rioscharles@example.net,4/14/2025
1242,Freeman Ltd,Small (1-50),1995,Telecom,Marisaton,https://maldonado.org,35511809,2.74,amanda56@example.org,11/5/2025
1243,"Vargas, Moreno and Williams",Large (300-1000),2017,Finance,Emilybury,https://green.com,300111848,4.23,holmespatrick@example.com,3/6/2025
1244,Pierce-Powell,Enterprise (1000+),2017,Technology,East Sarah,https://mccoy.com,340757572,4.66,ycurtis@example.net,10/8/2025
1245,Parker Inc,Medium (51-300),1998,Healthcare,Greerberg,https://brown.com,185601295,3.28,dianamarsh@example.net,7/31/2025
1246,Williams LLC,Enterprise (1000+),2016,Finance,North Ashley,https://martinez.com,152441100,4.06,tanyacampos@example.net,6/28/2025
1247,"Chen, Smith and Davis",Enterprise (1000+),1993,Healthcare,South Brendaville,https://fleming.net,118763383,3.7,joseph45@example.net,1/10/2025
1248,Kaufman-Dean,Large (300-1000),2018,E-commerce,West Jennifer,https://king.com,434967069,3.65,vstevens@example.com,9/1/2025
1249,"Padilla, Moreno and Davis",Enterprise (1000+),2014,Telecom,Port Jason,https://martin-schmidt.com,437193161,3.29,yalvarado@example.org,7/11/2025
1250,Ward-Meadows,Enterprise (1000+),1992,Technology,Port Sabrinastad,https://anderson-calhoun.org,188817707,4.16,bellmichael@example.net,9/17/2025
1251,Sawyer LLC,Medium (51-300),2007,Retail,New Gregory,https://fuller-moore.com,248746440,4.21,pmejia@example.net,7/17/2025
1252,Obrien-Cervantes,Small (1-50),2020,Technology,Jessicafurt,https://anderson.org,179605546,2.65,brittneycurtis@example.com,2/11/2025
1253,Glover LLC,Medium (51-300),2020,Telecom,Emmashire,https://sutton.org,393963491,3.98,harristodd@example.net,9/22/2025
1254,Gray-Edwards,Small (1-50),2008,Retail,Sarahside,https://evans.info,168099494,3.41,maguilar@example.net,10/1/2025
1255,Garcia Inc,Large (300-1000),2009,E-commerce,Clarkebury,https://stafford.biz,317544810,5,dudleymadeline@example.org,2/27/2025
1256,Schultz Ltd,Large (300-1000),2001,Retail,East Elainestad,https://rich.com,47682165,3.32,owright@example.org,12/28/2024
1257,Brooks PLC,Large (300-1000),2004,Finance,Port Kevinton,https://collins-crawford.com,369092175,2.66,vpeterson@example.org,9/14/2025
1258,Ellison-Leach,Enterprise (1000+),1993,Retail,New Kelseybury,https://rios.com,301890701,4.31,xclark@example.org,1/1/2025
1259,"Martinez, Gutierrez and Tran",Small (1-50),2010,Finance,North Davidmouth,https://hancock.org,198073605,2.86,april30@example.net,3/20/2025
1260,"Wright, Clark and Campbell",Enterprise (1000+),2014,Finance,Simmonsborough,https://browning-kerr.org,68811558,3.65,alexanderbrown@example.com,10/28/2025
1261,Mueller Ltd,Medium (51-300),2015,Finance,Paulhaven,https://bryant-lewis.com,386895763,3.27,davismary@example.org,4/9/2025
1262,"Reeves, Romero and Gray",Large (300-1000),2009,Technology,Pattersonville,https://hebert.com,266304081,4.25,eric26@example.com,8/15/2025
1263,"Williams, Thompson and Smith",Small (1-50),2020,E-commerce,Jerrymouth,https://russell.com,88631990,4.13,theresa35@example.net,12/23/2024
1264,Fernandez Group,Enterprise (1000+),2002,Retail,West Annefurt,https://acosta.biz,139722282,4.75,oconnorgregg@example.org,2/25/2025
1265,Robertson Inc,Small (1-50),2016,Telecom,New Justinchester,https://garcia.com,93503852,2.98,megan03@example.net,6/30/2025
1266,Contreras PLC,Large (300-1000),2020,Healthcare,North Evanborough,https://hernandez-richard.biz,327806483,4.36,nlarson@example.net,4/2/2025
1267,Taylor-Anderson,Medium (51-300),2012,E-commerce,Lake Jon,https://zimmerman-morales.com,110875231,3.78,brandonmyers@example.org,6/22/2025
1268,"King, Phillips and Brooks",Large (300-1000),2021,Finance,New Nancy,https://lyons-craig.com,340053133,4.3,barronryan@example.net,8/2/2025
1269,Goodman-Perez,Small (1-50),1990,Technology,Hernandezport,https://freeman-roberts.biz,41786922,3.11,sean94@example.org,3/1/2025
1270,"Mercado, Castillo and Baker",Small (1-50),2019,Telecom,East Jason,https://cain.info,348024498,4.91,chaselyons@example.org,4/22/2025
1271,Taylor Ltd,Medium (51-300),1994,Finance,Josemouth,https://owens-daniels.net,484162267,4.96,itapia@example.net,7/9/2025
1272,Gutierrez-Smith,Medium (51-300),2006,Technology,West Sandra,https://santos.net,354963321,4.19,jennifer09@example.com,9/18/2025
1273,Henry Inc,Enterprise (1000+),1991,Telecom,Catherineberg,https://woods-hill.net,408263424,3.6,ucrane@example.org,5/26/2025
1274,Marshall-Mcdaniel,Enterprise (1000+),1991,Finance,Port Gina,https://burke.com,14133504,3.34,stonejamie@example.net,5/7/2025
1275,Daniel Ltd,Large (300-1000),2017,Healthcare,Lake Matthewview,https://reyes-wright.com,191537120,3.55,ellisashley@example.com,5/12/2025
1276,"Jones, Jackson and Myers",Enterprise (1000+),2015,Telecom,South Tiffanyburgh,https://daniels.biz,481789656,4.05,moorerichard@example.com,10/4/2025
1277,"Woods, Clay and Villarreal",Medium (51-300),2001,Retail,East Cassandraville,https://hernandez.org,331126734,4.09,deborahgoodwin@example.com,5/13/2025
1278,Cole-Garcia,Medium (51-300),2006,E-commerce,Lopezbury,https://kim-jenkins.com,305915387,2.99,jessicahays@example.net,8/18/2025
1279,"Gordon, Hunt and Gordon",Small (1-50),2023,Technology,Port Alyssa,https://mathis-stewart.com,252770202,3.77,flemingsamantha@example.org,2/17/2025
1280,"Abbott, Mooney and Evans",Large (300-1000),2006,Technology,Lopezhaven,https://diaz-moreno.com,130785435,4.79,eric75@example.com,7/2/2025
1281,"Kim, Cobb and Ortiz",Enterprise (1000+),2009,E-commerce,Rosschester,https://schultz-wilkerson.com,385179544,4.09,dianestuart@example.org,10/31/2025
1282,"Williams, Nunez and Gomez",Large (300-1000),2000,Retail,Lake Michelle,https://hines-howell.com,206507512,3.68,sararhodes@example.org,5/24/2025
1283,"Johnson, Riddle and Howard",Small (1-50),1992,Telecom,Bradleyview,https://leonard.info,30502029,4.18,kjones@example.net,7/26/2025
1284,Johnson and Sons,Enterprise (1000+),2013,Telecom,Rossburgh,https://hardy.com,285239979,3.86,creyes@example.net,8/11/2025
1285,Wood-Palmer,Small (1-50),2004,Healthcare,Lake Lisaview,https://smith.com,118936213,3.1,tyler03@example.net,12/28/2024
1286,Pierce-Fox,Small (1-50),1993,Healthcare,Yatesmouth,https://orr.biz,45915758,2.76,brian33@example.com,4/6/2025
1287,Brown-Simmons,Enterprise (1000+),1992,Technology,Ricestad,https://oconnell-walker.com,206780134,4.37,rhondarogers@example.org,4/27/2025
1288,Knight and Sons,Enterprise (1000+),2014,Retail,Micheleton,https://cox.com,330705611,4.01,asanchez@example.net,6/25/2025
1289,Green PLC,Large (300-1000),2003,E-commerce,Kathleenburgh,https://garcia-kaufman.com,38644711,3.2,ctaylor@example.net,5/1/2025
1290,Murphy-Graham,Small (1-50),2014,Telecom,Robertfort,https://kidd.org,171655864,3.7,sweaver@example.net,3/29/2025
1291,Powers Group,Small (1-50),2010,E-commerce,Hernandezfurt,https://miller.biz,286152729,3.11,porterlisa@example.org,4/20/2025
1292,Mack-Arnold,Medium (51-300),2018,Retail,East Kimberly,https://jenkins.com,109740959,4.6,thomasmurray@example.com,11/7/2025
1293,"Griffin, Miller and Brown",Enterprise (1000+),2014,E-commerce,West Billyport,https://hill.com,435941057,4.37,cvincent@example.com,12/27/2024
1294,"Adams, Richardson and Simmons",Large (300-1000),2004,Healthcare,South Tracymouth,https://serrano-rice.com,30959885,2.81,larajohnny@example.org,4/18/2025
1295,Stark-Brown,Large (300-1000),1990,Technology,South Kim,https://owen.com,367057606,4.48,scottjones@example.net,5/18/2025
